# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
79 0.0874207 0.0961037 0.0850822 0.268607
80 0.0852067 0.095191 0.0837672 0.264165
81 0.0817803 0.0930472 0.0811838 0.256011
82 0.0771896 0.0896982 0.0773726 0.24426
83 0.0715089 0.0851856 0.07241 0.229104
84 0.0648368 0.0795734 0.066401 0.210811
85 0.0572939 0.0729507 0.0594711 0.189716
86 0.0490194 0.0654287 0.0517619 0.16621
87 0.040166 0.0571339 0.0434273 0.140727
88 0.0308942 0.0482037 0.0346306 0.113728
89 0.0213666 0.0387878 0.025541 0.0856954
90 0.0117441 0.02905 0.0163281 0.0571222
91 0.00218131 0.019167 0.00715345 0.0285018
92 -0.00717782 0.0093219 -0.00183888 0.000305195
93 -0.016203 -0.0003031 -0.010527 -0.0270332
94 -0.0247753 -0.00953302 -0.0188072 -0.0531155
95 -0.0327806 -0.0182053 -0.0265816 -0.0775675
96 -0.0401035 -0.0261726 -0.0337493 -0.100025
97 -0.0466262 -0.0333035 -0.0402071 -0.120137
98 -0.0522334 -0.0394807 -0.0458595 -0.137573
99 -0.0568218 -0.044601 -0.0506275 -0.15205
100 -0.0603098 -0.0485807 -0.054453 -0.163343
101 -0.0626434 -0.051367 -0.0572985 -0.171309
102 -0.0637992 -0.05295 -0.0591469 -0.175896
103 -0.0637851 -0.0533645 -0.0599998 -0.177149
104 -0.0626413 -0.0526813 -0.0598768 -0.175199
105 -0.0604405 -0.0509921 -0.0588117 -0.170244
106 -0.0572853 -0.0483965 -0.0568507 -0.162532
107 -0.0533021 -0.0449992 -0.0540492 -0.15235
108 -0.0486336 -0.0409131 -0.050472 -0.140019
109 -0.0434297 -0.036264 -0.0461961 -0.12589
110 -0.03784 -0.0311901 -0.0413138 -0.110344
111 -0.0320102 -0.0258355 -0.0359347 -0.0937804
112 -0.0260787 -0.0203417 -0.0301826 -0.076603
113 -0.0201709 -0.0148412 -0.0241892 -0.0592013
114 -0.014391 -0.00945597 -0.0180882 -0.0419352
115 -0.00881921 -0.00429715 -0.0120114 -0.0251277
116 -0.00351511 0.000533907 -0.00608827 -0.00906947
117 0.00147221 0.00494495 -0.000447776 0.00596939
118 0.0060959 0.00885432 0.00478248 0.0197327
119 0.0103084 0.0121953 0.00948249 0.0319862
120 0.0140638 0.0149209 0.0135512 0.0425359
121 0.0173217 0.0170038 0.0169167 0.0512422
122 0.0200506 0.0184298 0.01954 0.0580204
123 0.0222275 0.0191916 0.0214099 0.062829
124 0.0238357 0.0192886 0.0225357 0.06566
125 0.024863 0.0187331 0.0229428 0.0665389
126 0.0253009 0.0175576 0.022672 0.0655305
127 0.0251484 0.0158159 0.0217799 0.0627442
128 0.0244169 0.0135764 0.0203383 0.0583316
129 0.0231343 0.0109146 0.0184293 0.0524782
130 0.0213474 0.00790957 0.0161402 0.0453972
131 0.0191213 0.00464747 0.0135589 0.0373277
132 0.016538 0.00122778 0.0107704 0.0285362
133 0.0136934 -0.00223351 0.00785511 0.019315
134 0.0106924 -0.00560965 0.00488607 0.00996883
135 0.00764159 -0.0087779 0.00192897 0.000792664
136 0.00464067 -0.0116374 -0.000956249 -0.00795293
137 0.00177469 -0.0141224 -0.0037123 -0.01606
138 -0.00089167 -0.0162064 -0.00628307 -0.0233812
139 -0.00331762 -0.0178945 -0.00861472 -0.0298268
140 -0.00548636 -0.0192051 -0.0106581 -0.0353496
141 -0.00739901 -0.020151 -0.0123704 -0.0399204
142 -0.00906138 -0.020727 -0.0137145 -0.0435028
143 -0.0104697 -0.0209129 -0.0146602 -0.0460428
144 -0.0116025 -0.0206901 -0.0151905 -0.0474831
145 -0.0124195 -0.020061 -0.01531 -0.0477905
146 -0.0128677 -0.0190584 -0.0150497 -0.0469758
147 -0.0128893 -0.0177388 -0.0144609 -0.0450891
148 -0.0124348 -0.0161678 -0.0136019 -0.0422046
149 -0.011478 -0.014407 -0.0125261 -0.0384111
150 -0.0100294 -0.0125078 -0.0112742 -0.0338114
151 -0.00814093 -0.0105099 -0.00987199 -0.0285228
152 -0.00589924 -0.00844236 -0.00833037 -0.022672
153 -0.00341025 -0.00632877 -0.00665054 -0.0163896
154 -0.000781217 -0.00419655 -0.00483267 -0.00981043
155 0.00189389 -0.00208506 -0.00288482 -0.00307599
156 0.00454206 -4.74577e-05 -0.000828448 0.00366616
157 0.00711047 0.00185521 0.00130238 0.0102681
158 0.00955806 0.00356288 0.00346513 0.0165861
159 0.0118453 0.00502402 0.00561269 0.022482
160 0.0139279 0.00619984 0.00769614 0.0278239
161 0.0157584 0.0070647 0.00966783 0.032491
162 0.0172919 0.0076046 0.0114855 0.036382
163 0.018492 0.00781655 0.0131152 0.0394238
164 0.0193356 0.00771128 0.0145314 0.0415783
165 0.0198145 0.00731577 0.0157126 0.0428428
166 0.0199354 0.00666909 0.0166394 0.0432439
167 0.0197196 0.00581309 0.017296 0.0428287
168 0.0191974 0.00478526 0.0176749 0.0416576
169 0.0184004 0.00361834 0.017782 0.0398007
170 0.017355 0.0023461 0.0176383 0.0373394
171 0.0160842 0.00101021 0.0172762 0.0343706
172 0.0146147 -0.000335738 0.0167307 0.0310096
173 0.0129829 -0.00162821 0.0160321 0.0273868
174 0.0112346 -0.00280263 0.0152007 0.0236327
175 0.00942072 -0.00380699 0.0142451 0.0198589
176 0.00759229 -0.0046127 0.0131693 0.0161489
177 0.00579621 -0.00521337 0.0119858 0.0125687
178 0.00407123 -0.00561133 0.0107273 0.00918722
179 0.0024465 -0.0058017 0.00944502 0.00608982
180 0.000944158 -0.00576484 0.00819455 0.00337386
181 -0.000416159 -0.00547248 0.00702059 0.00113194
182 -0.00161507 -0.00490244 0.00594746 -0.000570053
183 -0.00263709 -0.00405323 0.00497488 -0.00171544
184 -0.00347931 -0.00294983 0.00407828 -0.00235086
185 -0.00415761 -0.00163769 0.00321484 -0.00258046
186 -0.00470512 -0.000168949 0.00233528 -0.00253879
187 -0.00516409 0.00141006 0.00139738 -0.00235665
188 -0.0055747 0.00306329 0.000378714 -0.00213269
189 -0.00596536 0.00476339 -0.000713457 -0.00191543
190 -0.00634702 0.00648798 -0.00183945 -0.00169849
191 -0.00671182 0.0082157 -0.00293503 -0.00143115
192 -0.00703719 0.00992395 -0.00392834 -0.00104158
193 -0.00729509 0.0115895 -0.00475702 -0.000462614
194 -0.00746459 0.0131906 -0.00537696 0.000349086
195 -0.0075427 0.0147086 -0.00576341 0.00140247
196 -0.00754815 0.0161258 -0.00591085 0.00266676
197 -0.00751708 0.0174236 -0.00583399 0.00407251
198 -0.0074929 0.0185811 -0.00556715 0.00552103
199 -0.00751589 0.0195749 -0.00515839 0.00690065
200 -0.00761613 0.0203819 -0.00466082 0.00810497
201 -0.00780926 0.0209814 -0.00412527 0.00904686
202 -0.00809469 0.0213559 -0.00359599 0.00966525
203 -0.00845572 0.0214901 -0.00310853 0.00992586
204 -0.00886125 0.0213699 -0.0026892 0.00981942
205 -0.00926928 0.0209838 -0.00235672 0.00935783
206 -0.00963188 0.0203253 -0.00212513 0.00856828
207 -0.0099017 0.0193928 -0.00200593 0.00748521
208 -0.0100397 0.0181894 -0.0020079 0.00614186
209 -0.0100208 0.0167212 -0.00213482 0.00456552
210 -0.00983538 0.0149972 -0.00238343 0.00277841
211 -0.00948492 0.0130324 -0.00274328 0.000804188
212 -0.00897728 0.0108521 -0.00319869 -0.00132392
213 -0.00832331 0.00849539 -0.00373285 -0.00356077
214 -0.00753665 0.0060128 -0.00433168 -0.00585553
215 -0.00663545 0.00345936 -0.004985 -0.00816109
216 -0.00564359 0.000889952 -0.0056832 -0.0104368
217 -0.00458963 -0.00164198 -0.00641148 -0.0126431
218 -0.00350278 -0.00408449 -0.00714758 -0.0147349
219 -0.0024074 -0.00638894 -0.00786701 -0.0166634
220 -0.00131945 -0.00851538 -0.00855202 -0.0183868
221 -0.000249893 -0.0104385 -0.00919548 -0.0198839
222 0.000785027 -0.0121497 -0.00979526 -0.0211599
223 0.00175414 -0.013653 -0.0103433 -0.0222422
224 0.00261161 -0.0149569 -0.0108177 -0.023163
225 0.00330894 -0.0160663 -0.0111816 -0.023939
226 0.00381028 -0.0169756 -0.0113907 -0.024556
227 0.00410237 -0.0176675 -0.0114044 -0.0249695
228 0.00419741 -0.0181186 -0.0111977 -0.0251189
229 0.00413129 -0.0183117 -0.0107688 -0.0249493
230 0.00395808 -0.0182463 -0.0101382 -0.0244264
231 0.00373951 -0.017939 -0.00934151 -0.023541
232 0.00353083 -0.0174169 -0.00841918 -0.0223053
233 0.00336931 -0.0167117 -0.00740618 -0.0207485
234 0.00327152 -0.0158559 -0.00632586 -0.0189103
235 0.00323788 -0.0148816 -0.0051875 -0.0168312
236 0.00325816 -0.0138165 -0.00398788 -0.0145463
237 0.00331445 -0.0126827 -0.00271861 -0.0120869
238 0.00338197 -0.0114976 -0.00137758 -0.00949321
239 0.00343209 -0.0102783 2.04988e-05 -0.00682576
240 0.0034384 -0.00904545 0.00144044 -0.00416661
241 0.00338396 -0.0078251 0.00283275 -0.00160839
242 0.00326778 -0.00665051 0.0041458 0.000763072
243 0.00310759 -0.00556007 0.00533723 0.00288476
244 0.00293634 -0.00459002 0.0063786 0.00472493
245 0.00279214 -0.00376257 0.00725439 0.00628396
246 0.00270452 -0.00307463 0.00796191 0.0075918
247 0.00268372 -0.00249416 0.00851316 0.00870272
248 0.00271938 -0.00196855 0.00893174 0.00968258
249 0.00278772 -0.00144188 0.00924074 0.0105866
250 0.00286158 -0.000869852 0.00945038 0.0114421
251 0.00291823 -0.000225003 0.00955539 0.0122486
252 0.00294429 0.000504141 0.00953882 0.0129873
253 0.00293668 0.00131438 0.00937699 0.013628
254 0.0028982 0.00218911 0.00904466 0.014132
255 0.00283136 0.00310292 0.00851803 0.0144523
256 0.00273508 0.00402937 0.00777699 0.0145414
257 0.0026065 0.00494808 0.00680962 0.0143642
258 0.00244371 0.00584726 0.0056173 0.0139083
259 0.00224594 0.0067205 0.00421684 0.0131833
260 0.00201242 0.00756027 0.0026368 0.0122095
261 0.0017411 0.00835342 0.000911917 0.0110064
262 0.0014274 0.00908135 -0.000917854 0.0095909
263 0.00106194 0.00972326 -0.00280317 0.00798203
264 0.000628512 0.0102609 -0.00468242 0.00620696
265 0.000105156 0.010681 -0.00648504 0.00430111
266 -0.0005296 0.0109741 -0.00813898 0.00230553
267 -0.00128768 0.0111306 -0.00957849 0.000264448
268 -0.00216497 0.0111401 -0.0107511 -0.00177606
269 -0.00313943 0.0109948 -0.011623 -0.00376763
270 -0.00417318 0.0106948 -0.0121779 -0.00565623
271 -0.00521587 0.0102489 -0.0124115 -0.00737851
272 -0.00620924 0.0096712 -0.0123249 -0.00886295
273 -0.00709159 0.00897748 -0.0119224 -0.0100365
274 -0.00780274 0.00818488 -0.0112167 -0.0108346
275 -0.00829103 0.00731484 -0.0102363 -0.0112125
276 -0.00851941 0.00639335 -0.00902838 -0.0111544
277 -0.00846762 0.005447 -0.00765416 -0.0106748
278 -0.0081309 0.00449836 -0.00617807 -0.00981062
279 -0.0075184 0.00356309 -0.00465838 -0.00861369
280 -0.00665194 0.00265055 -0.00314308 -0.00714447
281 -0.00556502 0.0017679 -0.00166978 -0.0054669
282 -0.00430132 0.000925202 -0.000269022 -0.00364514
283 -0.00291223 0.000136968 0.00103107 -0.00174419
284 -0.00145313 -0.00058211 0.00220179 0.000166543
285 2.11543e-05 -0.00122476 0.00321448 0.00201087
286 0.00146173 -0.0017968 0.00404525 0.00371019
287 0.00283118 -0.00231766 0.00468102 0.00519454
288 0.00410696 -0.00281567 0.00512409 0.00641537
289 0.00528019 -0.0033203 0.00539163 0.00735152
290 0.00635104 -0.0038548 0.00551086 0.0080071
291 0.00732341 -0.0044313 0.00551334 0.00840545
292 0.0082006 -0.0050478 0.00543023 0.00858303
293 0.00898325 -0.00568632 0.00529092 0.00858785
294 0.00966878 -0.00631392 0.00512527 0.00848013
295 0.0102496 -0.00688797 0.00496545 0.00832705
296 0.0107096 -0.00736412 0.0048441 0.00818957
297 0.011024 -0.00770525 0.004789 0.00810772
298 0.0111655 -0.00788774 0.00481803 0.00809574
299 0.0111148 -0.0079031 0.00493754 0.00814921
300 0.0108663 -0.00775512 0.00514266 0.00825383
301 0.0104273 -0.0074554 0.00541924 0.00839111
302 0.00981403 -0.00701923 0.00574984 0.00854465
303 0.00904837 -0.00646225 0.00612258 0.0087087
304 0.00815543 -0.00579721 0.00653624 0.00889447
305 0.00716203 -0.00503192 0.00699434 0.00912445
306 0.00609582 -0.00417069 0.00748959 0.00941471
307 0.00498533 -0.00321797 0.00799027 0.00975763
308 0.00385936 -0.00218198 0.00843844 0.0101158
309 0.00274246 -0.00107645 0.00876257 0.0104286
310 0.00164878 7.83513e-05 0.00889818 0.0106253
311 0.000579799 0.00125416 0.00880511 0.0106391
312 -0.000471251 0.0024143 0.00847568 0.0104187
313 -0.0015105 0.00351747 0.00793517 0.00994214
314 -0.00253678 0.0045252 0.00723569 0.00922411
315 -0.00354153 0.00540872 0.00644455 0.00831174
316 -0.00451379 0.00615138 0.00562961 0.0072672
317 -0.00544538 0.00674772 0.00484567 0.00614801
318 -0.00633179 0.00720149 0.00412611 0.00499581
319 -0.00716888 0.00752367 0.00348211 0.00383689
320 -0.00794918 0.00773079 0.00290719 0.0026888
321 -0.00866015 0.00784207 0.00238379 0.0015657
322 -0.00928418 0.00787538 0.00188964 0.00048084
323 -0.00979921 0.00784338 0.00140208 -0.000553758
324 -0.0101805 0.00775147 0.000900478 -0.00152858
325 -0.0104053 0.00759809 0.000369395 -0.00243779
326 -0.0104601 0.00737519 -0.0001975 -0.00328244
327 -0.0103479 0.00706797 -0.000793955 -0.00407386
328 -0.0100878 0.00665714 -0.00140118 -0.00483178
329 -0.00971004 0.00612498 -0.00199311 -0.00557817
330 -0.00924878 0.00546195 -0.00254372 -0.00633055
331 -0.00873595 0.00466827 -0.00303256 -0.00710024
332 -0.00819742 0.00375007 -0.00344612 -0.00789347
333 -0.00765161 0.00271593 -0.00377613 -0.00871181
334 -0.0071105 0.00157796 -0.0040188 -0.00955134
335 -0.00658156 0.000356871 -0.00417668 -0.0104014
336 -0.00607212 -0.00091484 -0.00426044 -0.0112474
337 -0.00559558 -0.0021943 -0.00428714 -0.012077
338 -0.00517599 -0.00343234 -0.00427584 -0.0128842
339 -0.0048454 -0.00457785 -0.00424355 -0.0136668
340 -0.00463427 -0.00558173 -0.00420274 -0.0144187
341 -0.00456069 -0.00640026 -0.00416193 -0.0151229
342 -0.00462465 -0.00699889 -0.00412895 -0.0157525
343 -0.00480868 -0.00735674 -0.00411275 -0.0162782
344 -0.00508191 -0.0074695 -0.00411999 -0.0166714
345 -0.00540592 -0.00734781 -0.00414927 -0.016903
346 -0.00573975 -0.00701206 -0.00418828 -0.0169401
347 -0.00604409 -0.00648882 -0.00421609 -0.016749
348 -0.00628472 -0.00581145 -0.00421064 -0.0163068
349 -0.00643546 -0.0050235 -0.00415751 -0.0156165
350 -0.00648025 -0.00418004 -0.00405369 -0.014714
351 -0.00641308 -0.00334469 -0.00390376 -0.0136615
352 -0.00623573 -0.00258364 -0.00371182 -0.0125312
353 -0.00595366 -0.00195886 -0.00347553 -0.011388
354 -0.00557227 -0.00152241 -0.00318623 -0.0102809
355 -0.0050946 -0.00131225 -0.0028353 -0.00924216
356 -0.00452029 -0.00134952 -0.00242313 -0.00829294
357 -0.00384493 -0.00163545 -0.00196422 -0.00744459
358 -0.00306046 -0.00214961 -0.00148595 -0.00669602
359 -0.00215858 -0.002852 -0.0010221 -0.00603268
360 -0.00113711 -0.00369032 -0.000603707 -0.00543113
361 -6.02591e-06 -0.00461086 -0.00025274 -0.00486962
362 0.00120987 -0.00556879 1.95481e-05 -0.00433937
363 0.00247306 -0.00653324 0.0002104 -0.00384978
364 0.00373943 -0.00748373 0.000321525 -0.00342278
365 0.00496448 -0.00840155 0.000355173 -0.0030819
366 0.00610714 -0.00926264 0.00031036 -0.00284513
367 0.00713166 -0.0100367 0.000181538 -0.00272354
368 0.00800795 -0.0106925 -3.68386e-05 -0.0027214
369 0.00871317 -0.0112033 -0.00034157 -0.00283171
370 0.00923559 -0.0115498 -0.000712924 -0.0030271
371 0.00957854 -0.0117192 -0.00111363 -0.00325432
372 0.00975932 -0.0117038 -0.00149651 -0.003441
373 0.00980175 -0.0114999 -0.00181788 -0.00351605
374 0.00972652 -0.0111085 -0.00205147 -0.00343342
375 0.0095459 -0.0105357 -0.00219703 -0.00318685
376 0.00926649 -0.00979419 -0.00228066 -0.00280836
377 0.00889669 -0.00890143 -0.00234618 -0.00235092
378 0.00845217 -0.00787817 -0.00244079 -0.00186678
379 0.00795506 -0.0067492 -0.00260009 -0.00139423
380 0.00742701 -0.00554662 -0.00283831 -0.000957918
381 0.00688199 -0.00431048 -0.00314604 -0.000574535
382 0.00632526 -0.00308288 -0.00349503 -0.000252652
383 0.0057588 -0.00189892 -0.00384816 1.17198e-05
384 0.00518764 -0.000782217 -0.00417107 0.000234354
385 0.00462277 0.000254153 -0.00443951 0.000437412
386 0.00407848 0.00120377 -0.00463905 0.000643206
387 0.0035656 0.00206378 -0.00475889 0.000870487
388 0.00308594 0.00283207 -0.0047848 0.00113321
389 0.00263418 0.00350448 -0.00469674 0.00144192
390 0.00220621 0.00407373 -0.00447235 0.0018076
391 0.00180753 0.00453006 -0.00409251 0.00224508
392 0.00145735 0.00486295 -0.00354573 0.00277458
393 0.00118806 0.0050623 -0.00283061 0.00341975
394 0.00103916 0.00511786 -0.00195596 0.00420106
395 0.00104432 0.00501765 -0.000939859 0.00512211
396 0.00121596 0.00474857 0.000190752 0.00615528
397 0.00153685 0.00430248 0.00140022 0.00723954
398 0.00196522 0.00368304 0.00264412 0.00829239
399 0.00245083 0.00290763 0.00387134 0.0092298
400 0.00295085 0.00200679 0.00503045 0.0099881
401 0.0034374 0.00102635 0.00607692 0.0105407
402 0.00389841 2.70217e-05 0.00697612 0.0109016
403 0.00433669 -0.000924342 0.00770245 0.0111148
404 0.00476786 -0.00176873 0.00823873 0.0112379
405 0.00521407 -0.0024644 0.00857804 0.0113277
406 0.00569417 -0.00298761 0.00872542 0.011432
407 0.00621487 -0.00332742 0.00869787 0.0115853
408 0.00676742 -0.00348065 0.00852277 0.0118095
409 0.00732946 -0.00344941 0.00823469 0.0121147
410 0.00786783 -0.0032405 0.00786917 0.0124965
411 0.0083411 -0.00286562 0.00745548 0.012931
412 0.00870364 -0.00234184 0.00701146 0.0133733
413 0.0089144 -0.00169288 0.00654357 0.0137651
414 0.00894706 -0.000950469 0.00605232 0.0140489
415 0.00879622 -0.000153488 0.00553925 0.014182
416 0.0084768 0.000654924 0.00501171 0.0141434
417 0.00801645 0.00143122 0.00448461 0.0139323
418 0.00744584 0.00213561 0.00397814 0.0135596
419 0.00679076 0.00273582 0.00351229 0.0130389
420 0.00606832 0.00321033 0.00309998 0.0123786
421 0.00528599 0.0035502 0.00274203 0.0115782
422 0.00444328 0.00375958 0.00242685 0.0106297
423 0.00353611 0.00385555 0.00213409 0.00952575
424 0.00256166 0.00386551 0.00183915 0.00826632
425 0.0015218 0.00382277 0.00151553 0.00686011
426 0.000423156 0.00376176 0.00113568 0.00532059
427 -0.000725036 0.00371268 0.000671788 0.00365943
428 -0.00191323 0.00369801 9.84625e-05 0.00188323
429 -0.00313209 0.00373232 -0.000600813 -5.81336e-07
430 -0.00437217 0.00382175 -0.00142595 -0.00197637
431 -0.00562414 0.00396143 -0.00235816 -0.00402087
432 -0.00687755 0.00413322 -0.00336688 -0.0061112
433 -0.00811969 0.00430646 -0.00441958 -0.00823281
434 -0.00933506 0.00444253 -0.00548668 -0.0103792
435 -0.0105049 0.00450208 -0.00654092 -0.0125437
436 -0.0116059 0.00445413 -0.00755565 -0.0147074
437 -0.0126096 0.00428423 -0.00850501 -0.0168303
438 -0.0134809 0.00399735 -0.00936328 -0.0188469
439 -0.0141806 0.00361269 -0.0101019 -0.0206699
440 -0.0146707 0.00315377 -0.0106885 -0.0222055
441 -0.0149219 0.00264149 -0.0110906 -0.023371
442 -0.0149196 0.00209417 -0.0112847 -0.0241101
443 -0.0146667 0.00152939 -0.011264 -0.0244013
444 -0.0141811 0.000963646 -0.0110411 -0.0242586
445 -0.0134899 0.000410798 -0.0106442 -0.0237233
446 -0.0126256 -0.000120183 -0.0101117 -0.0228575
447 -0.0116273 -0.000625468 -0.009485 -0.0217377
448 -0.0105436 -0.00110345 -0.00880062 -0.0204477
449 -0.00943391 -0.00154929 -0.00808248 -0.0190657
450 -0.00836336 -0.00195125 -0.00733888 -0.0176535
451 -0.00739444 -0.00229496 -0.00656719 -0.0162566
452 -0.00657652 -0.00257364 -0.00576264 -0.0149128
453 -0.00593643 -0.00279581 -0.00492432 -0.0136566
454 -0.00547502 -0.0029838 -0.00405529 -0.0125141
455 -0.0051721 -0.00316471 -0.00315786 -0.0114947
456 -0.00499498 -0.00336105 -0.00223013 -0.0105862
457 -0.00490546 -0.00358612 -0.00126736 -0.00975894
458 -0.00486474 -0.00384334 -0.000266876 -0.00897496
459 -0.00483861 -0.00412582 0.000767031 -0.0081974
460 -0.00480068 -0.00441588 0.00182133 -0.00739522
461 -0.0047305 -0.00468635 0.00287606 -0.00654079
462 -0.00460931 -0.00490356 0.0039073 -0.00560556
463 -0.00441759 -0.00502899 0.00488836 -0.00455823
464 -0.00413601 -0.00501913 0.00578816 -0.00336698
465 -0.00374722 -0.00482707 0.00657094 -0.00200334
466 -0.00323639 -0.00440731 0.00720206 -0.000441645
467 -0.00259091 -0.00372327 0.00765926 0.00134508
468 -0.00180249 -0.00275541 0.00794418 0.00338627
469 -0.0008714 -0.00150749 0.00808617 0.00570728
470 0.000189793 -8.0942e-06 0.00813595 0.00831765
471 0.00135396 0.00169412 0.0081535 0.0112016
472 0.00258125 0.00353886 0.00819561 0.0143157
473 0.00382621 0.00546107 0.00830554 0.0175928
474 0.00504739 0.00739483 0.00850484 0.0209471
475 0.00621286 0.00927613 0.00878925 0.0242782
476 0.00729799 0.0110441 0.00913207 0.0274741
477 0.00827973 0.0126418 0.00949543 0.0304169
478 0.00913338 0.0140189 0.00984357 0.0329959
479 0.00983507 0.0151352 0.0101496 0.0351198
480 0.0103679 0.0159648 0.0103935 0.0367261
481 0.0107269 0.0164979 0.0105585 0.0377832
482 0.0109191 0.0167393 0.0106279 0.0382863
483 0.0109578 0.0167019 0.0105847 0.0382444
484 0.0108573 0.0163974 0.0104099 0.0376646
485 0.0106298 0.0158287 0.0100823 0.0365408
486 0.0102858 0.01499 0.00958103 0.0348569
487 0.00983573 0.013877 0.00889156 0.0326043
488 0.00929113 0.0124994 0.00801025 0.0298008
489 0.00866563 0.010888 0.00694515 0.0264988
490 0.00797341 0.00909334 0.00571354 0.0227803
491 0.0072262 0.00717973 0.00433823 0.0187442
492 0.00642876 0.00521731 0.00284377 0.0144898
493 0.00557559 0.00327242 0.00125319 0.0101012
494 0.00465266 0.00139834 -0.000412958 0.00563804
495 0.00364474 -0.000369541 -0.00213412 0.00114107
496 0.00254517 -0.00201375 -0.003886 -0.00335458
497 0.00136394 -0.00353188 -0.00563859 -0.00780653
498 0.000131888 -0.00493136 -0.00735632 -0.0121558
499 -0.00109975 -0.0062208 -0.00899883 -0.0163194
500 -0.0022649 -0.00739994 -0.0105217 -0.0201865
501 -0.00329279 -0.00845414 -0.0118789 -0.0236258
502 -0.00412243 -0.00935541 -0.0130284 -0.0265063
503 -0.00471615 -0.0100679 -0.0139384 -0.0287224
