# Time-averaged data for fix amsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
51 0.00950315 0.00923306 0.00930986 0.0280461
52 0.0095332 0.00925585 0.00933648 0.0281255
53 0.00955299 0.00927736 0.00935056 0.0281809
54 0.00956379 0.00929746 0.00935375 0.028215
55 0.00956739 0.00931457 0.00934847 0.0282304
56 0.00956553 0.00932738 0.00933826 0.0282312
57 0.00955958 0.00933589 0.0093267 0.0282222
58 0.00955047 0.00934107 0.00931591 0.0282074
59 0.00953853 0.00934432 0.00930628 0.0281891
60 0.00952371 0.00934747 0.00929758 0.0281688
61 0.00950644 0.00935255 0.00928968 0.0281487
62 0.00948845 0.00936134 0.00928263 0.0281324
63 0.00947252 0.00937479 0.00927649 0.0281238
64 0.00946119 0.0093926 0.00927145 0.0281252
65 0.00945589 0.00941351 0.0092677 0.0281371
66 0.00945678 0.00943585 0.00926529 0.0281579
67 0.00946268 0.00945822 0.00926452 0.0281854
68 0.00947115 0.00947956 0.00926578 0.0282165
69 0.00947911 0.00949902 0.00926895 0.0282471
70 0.00948392 0.00951605 0.00927366 0.0282736
71 0.00948385 0.00953002 0.00927903 0.0282929
72 0.00947879 0.0095403 0.00928399 0.0283031
73 0.00946997 0.00954646 0.0092879 0.0283043
74 0.00945884 0.00954759 0.00929004 0.0282965
75 0.00944643 0.00954197 0.009289 0.0282774
76 0.0094335 0.00952787 0.00928284 0.0282442
77 0.00942103 0.00950505 0.00927034 0.0281964
78 0.00941005 0.00947566 0.00925157 0.0281373
79 0.0094007 0.0094434 0.00922746 0.0280716
80 0.00939177 0.0094117 0.00919913 0.0280026
81 0.00938156 0.00938276 0.00916787 0.0279322
82 0.00936923 0.00935743 0.0091356 0.0278623
83 0.00935555 0.00933547 0.00910488 0.0277959
84 0.00934253 0.00931579 0.00907827 0.0277366
85 0.00933223 0.00929734 0.00905734 0.0276869
86 0.00932557 0.00927992 0.00904223 0.0276477
87 0.0093222 0.0092641 0.00903177 0.0276181
88 0.00932108 0.00925076 0.00902433 0.0275962
89 0.00932128 0.00924088 0.0090188 0.027581
90 0.00932174 0.00923509 0.00901467 0.0275715
91 0.00932117 0.0092331 0.00901185 0.0275661
92 0.00931876 0.00923387 0.00901054 0.0275632
93 0.00931452 0.00923634 0.00901086 0.0275617
94 0.00930905 0.00923999 0.00901249 0.0275615
95 0.0093028 0.00924472 0.00901468 0.0275622
96 0.00929608 0.00925063 0.00901642 0.0275631
97 0.00928983 0.00925837 0.00901669 0.0275649
98 0.00928556 0.00926892 0.00901479 0.0275693
99 0.00928435 0.00928277 0.00901095 0.0275781
100 0.00928633 0.0092989 0.0090064 0.0275916
101 0.00929083 0.00931462 0.00900301 0.0276085
102 0.00929683 0.00932631 0.00900209 0.0276252
103 0.00930324 0.00933075 0.0090035 0.0276375
104 0.0093093 0.00932671 0.00900632 0.0276423
105 0.00931515 0.00931521 0.00901018 0.0276405
106 0.00932208 0.00929878 0.0090152 0.0276361
107 0.00933179 0.00928094 0.00902129 0.027634
108 0.00934531 0.0092653 0.00902749 0.0276381
109 0.00936204 0.00925473 0.00903204 0.0276488
110 0.00937944 0.00925032 0.00903317 0.0276629
111 0.00939406 0.00925167 0.00903016 0.0276759
112 0.009403 0.00925783 0.00902362 0.0276844
113 0.00940542 0.00926781 0.00901557 0.0276888
114 0.00940252 0.00928017 0.00900901 0.0276917
115 0.0093962 0.00929281 0.00900663 0.0276956
116 0.00938803 0.00930339 0.00900972 0.0277011
117 0.00937915 0.00931008 0.00901754 0.0277068
118 0.00937028 0.00931161 0.0090276 0.0277095
119 0.00936204 0.00930768 0.00903722 0.0277069
120 0.00935521 0.00929952 0.0090449 0.0276996
121 0.0093506 0.00928947 0.00905053 0.0276906
122 0.00934919 0.00927995 0.00905493 0.0276841
123 0.00935189 0.00927287 0.00905926 0.027684
124 0.00935916 0.00926905 0.00906425 0.0276925
125 0.00937089 0.0092677 0.00906997 0.0277086
126 0.00938664 0.0092666 0.0090764 0.0277296
127 0.00940566 0.00926335 0.00908355 0.0277526
128 0.00942638 0.00925687 0.00909118 0.0277744
129 0.00944625 0.00924762 0.00909872 0.0277926
130 0.00946246 0.00923663 0.00910565 0.0278047
131 0.00947299 0.00922476 0.00911184 0.0278096
132 0.00947689 0.00921283 0.00911729 0.027807
133 0.00947436 0.00920174 0.00912133 0.0277974
134 0.00946662 0.00919187 0.00912231 0.0277808
135 0.00945553 0.00918294 0.00911859 0.0277571
136 0.00944306 0.00917458 0.00910966 0.0277273
137 0.00943085 0.00916666 0.00909676 0.0276943
138 0.00941995 0.00915906 0.00908217 0.0276612
139 0.009411 0.00915127 0.00906797 0.0276302
140 0.0094045 0.00914276 0.0090559 0.0276032
141 0.0094005 0.00913313 0.00904738 0.027581
142 0.00939816 0.00912198 0.00904264 0.0275628
143 0.00939596 0.00910969 0.00904042 0.0275461
144 0.0093921 0.0090973 0.00903834 0.0275277
145 0.00938578 0.00908561 0.00903397 0.0275054
146 0.00937805 0.0090748 0.00902605 0.0274789
147 0.00937089 0.00906473 0.00901511 0.0274507
148 0.00936579 0.00905543 0.00900267 0.0274239
149 0.00936322 0.00904731 0.0089901 0.0274006
150 0.00936286 0.00904101 0.00897847 0.0273823
151 0.00936354 0.00903714 0.00896877 0.0273695
152 0.00936343 0.00903626 0.00896174 0.0273614
153 0.00936091 0.00903896 0.00895793 0.0273578
154 0.00935557 0.00904528 0.0089581 0.0273589
155 0.00934803 0.0090542 0.00896281 0.027365
156 0.00933902 0.00906387 0.00897178 0.0273747
157 0.00932886 0.0090728 0.00898388 0.0273856
158 0.00931768 0.00908068 0.0089976 0.027396
159 0.00930614 0.00908822 0.00901115 0.0274055
160 0.00929575 0.00909684 0.00902239 0.027415
161 0.00928833 0.00910845 0.00902955 0.0274263
162 0.00928449 0.00912467 0.00903197 0.0274411
163 0.00928261 0.00914607 0.0090299 0.0274586
164 0.00928019 0.00917222 0.00902428 0.0274767
165 0.00927601 0.00920218 0.00901652 0.0274947
166 0.00927043 0.00923457 0.00900827 0.0275133
167 0.00926435 0.00926709 0.00900084 0.0275323
168 0.00925841 0.00929712 0.00899512 0.0275507
169 0.00925329 0.00932309 0.00899183 0.0275682
170 0.00925001 0.00934474 0.00899174 0.0275865
171 0.00924877 0.00936221 0.00899498 0.027606
172 0.00924787 0.00937546 0.00900013 0.0276235
173 0.00924439 0.00938441 0.00900425 0.0276331
174 0.00923587 0.00938994 0.0090045 0.0276303
175 0.0092212 0.00939403 0.00899996 0.0276152
176 0.00920086 0.0093987 0.00899181 0.0275914
177 0.00917702 0.00940476 0.00898221 0.027564
178 0.00915316 0.00941158 0.00897343 0.0275382
179 0.00913288 0.0094177 0.00896738 0.027518
180 0.00911862 0.00942156 0.00896513 0.0275053
181 0.00911114 0.00942218 0.00896649 0.0274998
182 0.00911001 0.00941954 0.00897001 0.0274996
183 0.00911443 0.0094146 0.00897385 0.0275029
184 0.00912293 0.00940907 0.00897633 0.0275083
185 0.00913296 0.0094048 0.00897634 0.0275141
186 0.00914164 0.00940298 0.00897363 0.0275182
187 0.00914712 0.00940421 0.00896863 0.02752
188 0.00914904 0.00940871 0.00896216 0.0275199
189 0.00914797 0.00941611 0.00895506 0.0275191
190 0.00914493 0.00942514 0.00894789 0.027518
191 0.00914067 0.00943392 0.00894075 0.0275153
192 0.00913543 0.00944059 0.0089333 0.0275093
193 0.00912935 0.00944367 0.00892502 0.027498
194 0.00912304 0.00944254 0.00891557 0.0274812
195 0.00911759 0.00943807 0.00890509 0.0274608
196 0.00911413 0.00943211 0.00889445 0.0274407
197 0.00911292 0.0094264 0.0088847 0.027424
198 0.0091132 0.00942189 0.00887639 0.0274115
199 0.00911399 0.00941877 0.00887002 0.0274028
200 0.00911473 0.00941681 0.00886603 0.0273976
201 0.00911494 0.00941526 0.00886408 0.0273943
202 0.00911391 0.00941328 0.00886326 0.0273905
203 0.00911092 0.0094103 0.00886276 0.027384
204 0.00910522 0.00940589 0.00886151 0.0273726
205 0.00909634 0.00939939 0.00885816 0.0273539
206 0.00908457 0.00939046 0.00885184 0.0273269
207 0.00907089 0.00937988 0.0088428 0.0272936
208 0.00905644 0.00936912 0.00883283 0.0272584
209 0.00904197 0.00935901 0.00882486 0.0272258
210 0.00902818 0.00934898 0.00882123 0.0271984
211 0.00901636 0.00933753 0.00882266 0.0271765
212 0.00900823 0.00932309 0.00882883 0.0271602
213 0.00900474 0.00930469 0.00883962 0.027149
214 0.00900553 0.00928204 0.00885508 0.0271426
215 0.00900945 0.00925557 0.00887482 0.0271398
216 0.00901505 0.00922644 0.00889818 0.0271397
217 0.00902106 0.00919652 0.00892487 0.0271424
218 0.0090268 0.00916812 0.00895479 0.0271497
219 0.00903224 0.00914324 0.00898741 0.0271629
220 0.00903772 0.00912314 0.00902181 0.0271827
221 0.00904367 0.00910826 0.00905703 0.027209
222 0.00905053 0.00909864 0.00909232 0.0272415
223 0.00905842 0.00909407 0.0091269 0.0272794
224 0.00906684 0.00909404 0.00915931 0.0273202
225 0.00907511 0.00909778 0.00918755 0.0273604
226 0.00908264 0.00910416 0.00920919 0.027396
227 0.00908889 0.00911169 0.00922174 0.0274223
228 0.0090937 0.00911937 0.00922382 0.0274369
229 0.00909748 0.00912713 0.00921609 0.0274407
230 0.00910059 0.00913507 0.00920051 0.0274362
231 0.00910272 0.00914237 0.00917905 0.0274241
232 0.00910324 0.00914714 0.00915356 0.0274039
233 0.00910206 0.00914699 0.00912611 0.0273752
234 0.00910019 0.00914016 0.0090992 0.0273395
235 0.00909916 0.00912628 0.00907539 0.0273008
236 0.00910005 0.0091064 0.00905653 0.027263
237 0.00910304 0.00908316 0.00904343 0.0272296
238 0.00910745 0.00906003 0.00903531 0.0272028
239 0.00911231 0.00903969 0.00903046 0.0271825
240 0.00911693 0.00902275 0.00902738 0.0271671
241 0.00912121 0.00900781 0.00902544 0.0271545
242 0.00912576 0.00899297 0.00902448 0.0271432
243 0.00913111 0.00897791 0.00902409 0.0271331
244 0.00913723 0.00896452 0.00902337 0.0271251
245 0.00914392 0.00895539 0.00902155 0.0271209
246 0.00915075 0.00895171 0.00901841 0.0271209
247 0.00915682 0.00895255 0.00901401 0.0271234
248 0.00916094 0.00895553 0.00900828 0.0271248
249 0.00916228 0.00895852 0.00900117 0.027122
250 0.00916053 0.0089607 0.00899307 0.0271143
251 0.00915557 0.00896233 0.00898494 0.0271028
252 0.00914727 0.0089643 0.00897791 0.0270895
253 0.00913544 0.00896756 0.00897278 0.0270758
254 0.00912001 0.00897249 0.00896992 0.0270624
255 0.00910196 0.0089785 0.00896941 0.0270499
256 0.0090838 0.00898456 0.00897108 0.0270394
257 0.00906863 0.00899007 0.00897448 0.0270332
258 0.00905848 0.00899478 0.00897868 0.0270319
259 0.00905311 0.00899844 0.00898259 0.0270341
260 0.00905012 0.00900075 0.00898559 0.0270365
261 0.00904642 0.00900163 0.00898805 0.0270361
262 0.00903956 0.00900173 0.00899155 0.0270328
263 0.0090284 0.00900235 0.00899822 0.027029
264 0.00901284 0.0090043 0.00900901 0.0270262
265 0.00899324 0.00900717 0.00902306 0.0270235
266 0.00897028 0.00900997 0.0090387 0.027019
267 0.00894565 0.00901219 0.0090547 0.0270125
268 0.00892177 0.00901358 0.00907046 0.0270058
269 0.00890085 0.00901366 0.00908574 0.0270003
270 0.00888451 0.00901166 0.00909996 0.0269961
271 0.00887363 0.00900715 0.00911193 0.0269927
272 0.00886835 0.00900079 0.00911988 0.026989
273 0.00886812 0.00899417 0.00912173 0.026984
274 0.00887218 0.0089889 0.00911568 0.0269768
275 0.00887985 0.00898618 0.00910125 0.0269673
276 0.00889068 0.00898676 0.00907999 0.0269574
277 0.00890472 0.00899057 0.00905499 0.0269503
278 0.00892197 0.0089967 0.00902938 0.026948
279 0.00894141 0.00900372 0.00900543 0.0269506
280 0.00896059 0.0090101 0.00898425 0.0269549
281 0.00897649 0.00901488 0.00896613 0.0269575
282 0.00898676 0.00901814 0.0089512 0.0269561
283 0.00899064 0.00902055 0.00894024 0.0269514
284 0.00898902 0.00902225 0.00893428 0.0269456
285 0.0089837 0.00902249 0.00893351 0.0269397
286 0.0089766 0.00902066 0.00893673 0.026934
287 0.00896966 0.00901723 0.00894183 0.0269287
288 0.00896475 0.00901388 0.0089468 0.0269254
289 0.00896284 0.00901314 0.0089503 0.0269263
290 0.00896339 0.0090172 0.00895194 0.0269325
291 0.00896482 0.00902695 0.00895236 0.0269441
292 0.00896481 0.00904164 0.00895295 0.0269594
293 0.0089613 0.00905959 0.00895481 0.0269757
294 0.00895354 0.00907916 0.00895811 0.0269908
295 0.00894227 0.00909899 0.00896244 0.0270037
296 0.00892926 0.00911822 0.00896739 0.0270149
297 0.00891607 0.00913597 0.00897247 0.0270245
298 0.0089033 0.00915067 0.00897691 0.0270309
299 0.00889077 0.00916081 0.00897956 0.0270311
300 0.00887854 0.00916585 0.00897912 0.0270235
301 0.00886795 0.00916655 0.00897522 0.0270097
302 0.00886101 0.00916499 0.00896919 0.0269952
303 0.00885849 0.00916315 0.00896328 0.0269849
304 0.00885878 0.00916128 0.00895953 0.0269796
305 0.00885883 0.00915792 0.00895915 0.0269759
306 0.0088562 0.00915129 0.00896222 0.0269697
307 0.00885055 0.00914033 0.00896748 0.0269584
308 0.00884365 0.00912523 0.00897257 0.0269414
309 0.00883811 0.00910722 0.00897513 0.0269205
310 0.00883574 0.00908811 0.00897404 0.0268979
311 0.00883666 0.00906982 0.00896993 0.0268764
312 0.00883968 0.00905343 0.00896479 0.0268579
313 0.00884341 0.00903896 0.00896096 0.0268433
314 0.00884751 0.00902642 0.00896045 0.0268344
315 0.00885236 0.00901621 0.00896461 0.0268332
316 0.00885799 0.00900857 0.00897379 0.0268403
317 0.00886355 0.00900318 0.00898671 0.0268534
318 0.00886769 0.00899943 0.00900061 0.0268677
319 0.00886876 0.0089969 0.00901228 0.0268779
320 0.00886525 0.0089957 0.00901925 0.0268802
321 0.00885711 0.00899658 0.00902097 0.0268747
322 0.00884585 0.00900051 0.00901821 0.0268646
323 0.00883306 0.0090077 0.00901177 0.0268525
324 0.00881939 0.00901697 0.00900231 0.0268387
325 0.00880523 0.00902644 0.00899079 0.0268225
326 0.00879157 0.0090345 0.00897863 0.0268047
327 0.00877958 0.00904002 0.00896749 0.0267871
328 0.00877001 0.00904245 0.00895906 0.0267715
329 0.00876331 0.00904226 0.00895465 0.0267602
330 0.00875976 0.00904033 0.00895425 0.0267543
331 0.00875934 0.00903736 0.00895636 0.0267531
332 0.00876167 0.00903364 0.00895895 0.0267543
333 0.00876598 0.0090292 0.00896074 0.0267559
334 0.00877152 0.0090243 0.00896133 0.0267571
335 0.00877821 0.00901912 0.00896048 0.0267578
336 0.00878668 0.00901316 0.00895777 0.0267576
337 0.00879761 0.00900567 0.00895307 0.0267564
338 0.00881097 0.00899674 0.00894711 0.0267548
339 0.00882549 0.00898726 0.00894081 0.0267535
340 0.00883924 0.00897767 0.00893427 0.0267512
341 0.00885085 0.0089679 0.00892715 0.0267459
342 0.00885957 0.00895795 0.00891969 0.0267372
343 0.00886488 0.00894796 0.00891277 0.0267256
344 0.00886669 0.00893797 0.0089069 0.0267116
345 0.00886562 0.0089279 0.0089019 0.0266954
346 0.00886306 0.00891798 0.0088974 0.0266785
347 0.00886129 0.00890904 0.00889273 0.0266631
348 0.00886286 0.00890168 0.00888601 0.0266506
349 0.00886965 0.00889535 0.00887513 0.0266401
350 0.00888221 0.00888882 0.00885996 0.026631
351 0.00889988 0.00888133 0.00884259 0.0266238
352 0.00892179 0.00887347 0.00882615 0.0266214
353 0.00894705 0.00886705 0.00881377 0.0266279
354 0.00897394 0.00886336 0.00880749 0.0266448
355 0.00899979 0.00886247 0.00880781 0.0266701
356 0.00902204 0.00886386 0.00881382 0.0266997
357 0.00903898 0.00886669 0.00882362 0.0267293
358 0.00904992 0.00886966 0.00883517 0.0267548
359 0.00905504 0.00887132 0.00884692 0.0267733
360 0.00905516 0.00887004 0.00885778 0.026783
361 0.00905147 0.00886454 0.00886694 0.026783
362 0.00904564 0.00885504 0.00887417 0.0267748
363 0.00903945 0.00884339 0.00888008 0.0267629
364 0.00903445 0.00883187 0.00888571 0.026752
365 0.00903179 0.00882192 0.00889136 0.0267451
366 0.00903202 0.00881369 0.00889619 0.0267419
367 0.00903509 0.00880626 0.00889853 0.0267399
368 0.00904052 0.00879861 0.0088967 0.0267358
369 0.00904761 0.00879096 0.00889005 0.0267286
370 0.00905594 0.00878478 0.00887945 0.0267202
371 0.00906552 0.00878165 0.00886648 0.0267137
372 0.00907649 0.00878202 0.00885282 0.0267113
373 0.00908906 0.0087849 0.00884016 0.0267141
374 0.00910352 0.00878836 0.00882993 0.0267218
375 0.00911966 0.00879061 0.00882288 0.0267331
376 0.0091368 0.00879078 0.00881906 0.0267466
377 0.00915417 0.00878927 0.00881798 0.0267614
378 0.0091709 0.00878747 0.00881868 0.0267771
379 0.00918537 0.00878693 0.0088198 0.0267921
380 0.00919522 0.00878848 0.00881998 0.0268037
381 0.00919863 0.00879183 0.00881845 0.0268089
382 0.00919515 0.00879605 0.00881504 0.0268062
383 0.00918544 0.00879988 0.00880935 0.0267947
384 0.00917072 0.00880193 0.00880031 0.026773
385 0.00915266 0.00880106 0.00878727 0.026741
386 0.00913322 0.0087974 0.00877092 0.0267016
387 0.00911451 0.00879262 0.00875302 0.0266602
388 0.00909851 0.00878833 0.00873507 0.0266219
389 0.00908683 0.00878486 0.00871793 0.0265896
390 0.00908037 0.00878166 0.00870259 0.0265646
391 0.00907936 0.0087784 0.0086904 0.0265482
392 0.00908305 0.00877552 0.00868249 0.0265411
393 0.00908938 0.00877421 0.00867967 0.0265433
394 0.00909559 0.00877578 0.00868236 0.0265537
395 0.00909937 0.00878067 0.00868981 0.0265699
396 0.00910015 0.00878826 0.00869983 0.0265882
397 0.00909913 0.00879705 0.00870986 0.026606
398 0.00909822 0.00880558 0.00871786 0.0266217
399 0.00909944 0.00881371 0.00872261 0.0266358
400 0.00910448 0.00882259 0.00872402 0.0266511
401 0.00911382 0.00883322 0.00872285 0.0266699
402 0.00912577 0.00884525 0.00872016 0.0266912
403 0.00913658 0.00885726 0.0087169 0.0267107
404 0.00914234 0.00886798 0.00871386 0.0267242
405 0.00914127 0.00887669 0.00871133 0.0267293
406 0.00913426 0.00888288 0.00870825 0.0267254
407 0.00912426 0.00888634 0.00870301 0.0267136
408 0.00911459 0.00888782 0.00869533 0.0266977
409 0.00910723 0.00888791 0.00868692 0.0266821
410 0.00910262 0.00888655 0.00868054 0.0266697
411 0.00910057 0.00888389 0.00867849 0.026663
412 0.00910048 0.00888073 0.00868162 0.0266628
413 0.00910157 0.00887793 0.00868907 0.0266686
414 0.00910285 0.00887591 0.00869886 0.0266776
415 0.00910295 0.00887495 0.00870854 0.0266864
416 0.0091008 0.00887524 0.00871577 0.0266918
417 0.0090968 0.00887698 0.00871917 0.026693
418 0.00909278 0.00888041 0.00871863 0.0266918
419 0.00909026 0.00888503 0.00871458 0.0266899
420 0.00908917 0.00888917 0.00870733 0.0266857
421 0.00908854 0.00889061 0.00869737 0.0266765
422 0.00908794 0.00888811 0.00868578 0.0266618
423 0.00908726 0.0088817 0.00867342 0.0266424
424 0.00908574 0.00887203 0.00866018 0.0266179
425 0.00908219 0.00886059 0.00864532 0.0265881
426 0.00907587 0.00884979 0.00862842 0.0265541
427 0.00906681 0.00884267 0.00860981 0.0265193
428 0.00905533 0.00884175 0.00859048 0.0264876
429 0.00904165 0.00884732 0.00857141 0.0264604
430 0.00902576 0.00885741 0.0085533 0.0264365
431 0.00900732 0.0088694 0.00853692 0.0264136
432 0.00898597 0.00888104 0.00852286 0.0263899
433 0.00896211 0.00889076 0.00851127 0.0263641
434 0.00893689 0.00889813 0.00850222 0.0263372
435 0.00891136 0.00890366 0.00849562 0.0263106
436 0.00888578 0.00890815 0.00849094 0.0262849
437 0.00886007 0.00891206 0.00848711 0.0262592
438 0.00883468 0.0089155 0.00848325 0.0262334
439 0.00881089 0.00891832 0.00847948 0.0262087
440 0.00878987 0.00891971 0.00847664 0.0261862
441 0.00877196 0.00891868 0.00847536 0.026166
442 0.00875719 0.00891543 0.00847551 0.0261481
443 0.00874587 0.00891137 0.00847596 0.0261332
444 0.00873847 0.00890752 0.00847519 0.0261212
445 0.0087356 0.00890356 0.00847244 0.0261116
446 0.0087377 0.00889827 0.00846781 0.0261038
447 0.00874456 0.00889028 0.00846148 0.0260963
448 0.00875493 0.00887852 0.00845343 0.0260869
449 0.00876675 0.00886252 0.00844384 0.0260731
450 0.00877789 0.00884279 0.00843315 0.0260538
451 0.00878666 0.00882123 0.00842159 0.0260295
452 0.00879219 0.00880074 0.00840902 0.0260019
453 0.00879488 0.00878408 0.00839532 0.0259743
454 0.00879598 0.00877266 0.00838066 0.0259493
455 0.00879693 0.00876636 0.00836531 0.0259286
456 0.00879844 0.00876404 0.00834952 0.025912
457 0.00879945 0.00876396 0.0083337 0.0258971
458 0.00879747 0.00876456 0.00831886 0.0258809
459 0.00878995 0.00876474 0.00830632 0.025861
460 0.00877528 0.00876388 0.00829689 0.025836
461 0.00875328 0.00876197 0.00829042 0.0258057
462 0.00872536 0.00875944 0.00828616 0.025771
463 0.00869445 0.00875702 0.00828356 0.025735
464 0.00866404 0.00875516 0.0082828 0.025702
465 0.0086364 0.00875325 0.0082846 0.0256743
466 0.0086118 0.00875001 0.00828953 0.0256513
467 0.00858917 0.0087446 0.00829768 0.0256314
468 0.0085676 0.00873707 0.00830888 0.0256135
469 0.00854725 0.00872803 0.00832306 0.0255984
470 0.00852938 0.00871845 0.0083404 0.0255882
471 0.00851583 0.0087096 0.00836079 0.0255862
472 0.00850818 0.00870261 0.00838327 0.0255941
473 0.00850662 0.0086978 0.00840587 0.0256103
474 0.00850967 0.00869508 0.00842631 0.0256311
475 0.00851457 0.00869445 0.00844329 0.0256523
476 0.00851839 0.0086959 0.00845683 0.0256711
477 0.00851954 0.00869984 0.00846798 0.0256874
478 0.00851907 0.00870725 0.00847815 0.0257045
479 0.00851965 0.00871855 0.0084881 0.0257263
480 0.00852305 0.00873275 0.00849754 0.0257533
481 0.00852901 0.00874755 0.00850572 0.0257823
482 0.00853622 0.0087601 0.00851197 0.0258083
483 0.00854385 0.00876835 0.00851631 0.0258285
484 0.00855142 0.00877251 0.00851935 0.0258433
485 0.00855764 0.00877462 0.00852169 0.025854
486 0.00856023 0.00877684 0.00852346 0.0258605
487 0.00855724 0.00877996 0.00852479 0.025862
488 0.00854867 0.0087834 0.00852656 0.0258586
489 0.00853693 0.00878597 0.00852976 0.0258527
490 0.00852575 0.00878652 0.0085348 0.0258471
491 0.00851875 0.00878428 0.00854178 0.0258448
492 0.00851843 0.00877909 0.00855069 0.0258482
493 0.0085258 0.00877141 0.00856114 0.0258584
494 0.00854042 0.00876207 0.00857233 0.0258748
495 0.00856109 0.00875256 0.00858344 0.0258971
496 0.00858644 0.00874507 0.00859433 0.0259258
497 0.00861449 0.00874119 0.00860535 0.025961
498 0.00864262 0.00874106 0.00861702 0.0260007
499 0.00866838 0.00874391 0.0086301 0.0260424
500 0.00869036 0.00874892 0.00864562 0.0260849
501 0.00870792 0.00875539 0.00866437 0.0261277
502 0.00872053 0.0087626 0.00868616 0.0261693
503 0.00872741 0.00876916 0.00870933 0.0262059
504 0.00872862 0.0087735 0.00873142 0.0262335
505 0.0087261 0.00877452 0.00875024 0.0262509
506 0.00872306 0.00877199 0.00876403 0.0262591
507 0.00872244 0.00876685 0.00877182 0.0262611
508 0.0087258 0.00876085 0.0087741 0.0262607
509 0.00873291 0.00875554 0.00877249 0.0262609
510 0.00874195 0.00875155 0.00876855 0.0262621
511 0.00875046 0.00874835 0.00876278 0.0262616
512 0.00875681 0.00874491 0.00875465 0.0262564
513 0.00876062 0.0087407 0.00874345 0.0262448
514 0.00876188 0.00873614 0.0087292 0.0262272
515 0.00876018 0.00873222 0.00871299 0.0262054
516 0.00875503 0.00872973 0.00869724 0.026182
517 0.00874636 0.00872892 0.00868534 0.0261606
518 0.00873471 0.00872929 0.00867998 0.026144
519 0.00872128 0.00872967 0.00868133 0.0261323
520 0.00870782 0.00872914 0.00868701 0.026124
521 0.00869581 0.00872771 0.00869364 0.0261172
522 0.00868618 0.00872633 0.00869903 0.0261115
523 0.00867935 0.00872656 0.00870276 0.0261087
524 0.00867522 0.00873 0.00870543 0.0261106
525 0.00867335 0.00873768 0.00870785 0.0261189
526 0.00867289 0.00874977 0.0087105 0.0261332
527 0.00867245 0.0087655 0.0087131 0.026151
528 0.00867061 0.00878314 0.00871491 0.0261687
529 0.00866663 0.00880067 0.00871556 0.0261829
530 0.00866083 0.00881643 0.00871537 0.0261926
531 0.0086547 0.00882932 0.00871541 0.0261994
532 0.00865021 0.00883895 0.00871754 0.0262067
533 0.00864911 0.0088454 0.00872307 0.0262176
534 0.00865267 0.00884909 0.00873155 0.0262333
535 0.00866134 0.00885076 0.00874085 0.0262529
