# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
475 -0.0153102 -0.02164 -0.0143046 -0.0512548
476 -0.0168899 -0.0231511 -0.0158427 -0.0558837
477 -0.0184407 -0.0246341 -0.0173602 -0.060435
478 -0.0199616 -0.0260879 -0.0188559 -0.0649054
479 -0.0214517 -0.0275118 -0.0203287 -0.0692922
480 -0.0229103 -0.028905 -0.0217772 -0.0735925
481 -0.0243364 -0.0302665 -0.0232006 -0.0778035
482 -0.0257294 -0.0315955 -0.0245976 -0.0819225
483 -0.0270885 -0.0328914 -0.0259672 -0.0859471
484 -0.028413 -0.0341533 -0.0273085 -0.0898748
485 -0.0297022 -0.0353807 -0.0286204 -0.0937032
486 -0.0309555 -0.0365727 -0.029902 -0.0974302
487 -0.0321724 -0.0377289 -0.0311524 -0.101054
488 -0.0333523 -0.0388486 -0.0323708 -0.104572
489 -0.0344946 -0.0399313 -0.0335565 -0.107982
490 -0.0355988 -0.0409765 -0.0347086 -0.111284
491 -0.0366645 -0.0419838 -0.0358266 -0.114475
492 -0.0376913 -0.0429528 -0.0369098 -0.117554
493 -0.0386786 -0.0438832 -0.0379576 -0.120519
494 -0.0396262 -0.0447746 -0.0389695 -0.12337
495 -0.0405337 -0.0456268 -0.039945 -0.126105
496 -0.0414007 -0.0464396 -0.0408837 -0.128724
497 -0.042227 -0.047213 -0.0417852 -0.131225
498 -0.0430123 -0.0479467 -0.0426492 -0.133608
499 -0.0437564 -0.0486409 -0.0434755 -0.135873
500 -0.044459 -0.0492954 -0.0442638 -0.138018
501 -0.0451202 -0.0499103 -0.0450139 -0.140044
502 -0.0457397 -0.0504858 -0.0457257 -0.141951
503 -0.0463174 -0.0510219 -0.046399 -0.143738
504 -0.0468535 -0.0515189 -0.0470339 -0.145406
505 -0.0473477 -0.051977 -0.0476302 -0.146955
506 -0.0478003 -0.0523964 -0.048188 -0.148385
507 -0.0482113 -0.0527774 -0.0487073 -0.149696
508 -0.0485809 -0.0531204 -0.0491881 -0.150889
509 -0.0489092 -0.0534256 -0.0496307 -0.151965
510 -0.0491964 -0.0536934 -0.0500349 -0.152925
511 -0.0494429 -0.0539243 -0.0504011 -0.153768
512 -0.0496489 -0.0541185 -0.0507293 -0.154497
513 -0.0498147 -0.0542765 -0.0510198 -0.155111
514 -0.0499407 -0.0543988 -0.0512728 -0.155612
515 -0.0500273 -0.0544857 -0.0514884 -0.156001
516 -0.050075 -0.0545378 -0.0516671 -0.15628
517 -0.0500842 -0.0545554 -0.051809 -0.156449
518 -0.0500554 -0.0545391 -0.0519145 -0.156509
519 -0.0499892 -0.0544894 -0.0519839 -0.156462
