# Time-averaged data for fix amsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
196 0.0367338 0.0382226 0.0377811 0.112737
197 0.0371014 0.0386036 0.0381594 0.113864
198 0.0374709 0.0389863 0.0385394 0.114997
199 0.037842 0.0393709 0.0389212 0.116134
200 0.0382149 0.0397572 0.0393047 0.117277
201 0.0385896 0.0401453 0.03969 0.118425
202 0.0389659 0.0405351 0.040077 0.119578
203 0.039344 0.0409267 0.0404658 0.120737
204 0.0397239 0.0413201 0.0408563 0.1219
205 0.0401054 0.0417153 0.0412485 0.123069
206 0.0404887 0.0421123 0.0416424 0.124243
207 0.0408738 0.042511 0.0420381 0.125423
208 0.0412605 0.0429115 0.0424355 0.126608
209 0.041649 0.0433138 0.0428346 0.127797
210 0.0420393 0.0437178 0.0432355 0.128993
211 0.0424312 0.0441237 0.0436381 0.130193
212 0.0428249 0.0445313 0.0440424 0.131399
213 0.0432204 0.0449407 0.0444484 0.132609
214 0.0436175 0.0453518 0.0448561 0.133825
215 0.0440164 0.0457648 0.0452656 0.135047
216 0.0444171 0.0461796 0.0456768 0.136273
217 0.0448194 0.0465961 0.0460897 0.137505
218 0.0452235 0.0470144 0.0465043 0.138742
219 0.0456294 0.0474345 0.0469206 0.139985
220 0.046037 0.0478565 0.0473387 0.141232
221 0.0464463 0.0482802 0.0477585 0.142485
222 0.0468573 0.0487057 0.04818 0.143743
223 0.0472701 0.049133 0.0486032 0.145006
224 0.0476847 0.0495621 0.0490281 0.146275
225 0.048101 0.049993 0.0494548 0.147549
226 0.048519 0.0504258 0.0498832 0.148828
227 0.0489388 0.0508603 0.0503133 0.150112
228 0.0493603 0.0512967 0.0507452 0.151402
229 0.0497836 0.0517349 0.0511787 0.152697
230 0.0502086 0.0521749 0.051614 0.153998
231 0.0506354 0.0526168 0.0520511 0.155303
232 0.0510639 0.0530604 0.0524898 0.156614
233 0.0514942 0.0535059 0.0529303 0.15793
234 0.0519262 0.0539533 0.0533725 0.159252
235 0.05236 0.0544024 0.0538165 0.160579
236 0.0527956 0.0548534 0.0542622 0.161911
237 0.0532329 0.0553063 0.0547096 0.163249
238 0.053672 0.055761 0.0551588 0.164592
239 0.0541128 0.0562175 0.0556097 0.16594
240 0.0545554 0.0566759 0.0560623 0.167294
241 0.0549998 0.0571361 0.0565167 0.168653
242 0.0554459 0.0575982 0.0569729 0.170017
243 0.0558938 0.0580622 0.0574307 0.171387
244 0.0563435 0.058528 0.0578903 0.172762
245 0.0567949 0.0589957 0.0583517 0.174142
246 0.0572481 0.0594652 0.0588148 0.175528
247 0.057703 0.0599366 0.0592796 0.176919
248 0.0581598 0.0604098 0.0597462 0.178316
249 0.0586182 0.0608849 0.0602145 0.179718
250 0.0590785 0.0613619 0.0606846 0.181125
251 0.0595405 0.0618408 0.0611564 0.182538
252 0.0600043 0.0623215 0.0616299 0.183956
253 0.0604698 0.062804 0.0621053 0.185379
254 0.0609371 0.0632885 0.0625823 0.186808
255 0.0614062 0.0637748 0.0630611 0.188242
256 0.061877 0.064263 0.0635416 0.189682
257 0.0623496 0.0647531 0.0640239 0.191127
258 0.062824 0.065245 0.0645079 0.192577
259 0.0633001 0.0657388 0.0649937 0.194033
260 0.063778 0.0662345 0.0654812 0.195494
261 0.0642576 0.066732 0.0659705 0.19696
262 0.064739 0.0672314 0.0664615 0.198432
263 0.0652221 0.0677327 0.0669543 0.199909
264 0.065707 0.0682358 0.0674488 0.201392
265 0.0661937 0.0687408 0.067945 0.20288
266 0.0666821 0.0692477 0.068443 0.204373
267 0.0671722 0.0697565 0.0689427 0.205871
268 0.0676641 0.0702671 0.0694442 0.207375
269 0.0681578 0.0707796 0.0699474 0.208885
270 0.0686531 0.0712939 0.0704523 0.210399
271 0.0691503 0.0718101 0.070959 0.211919
272 0.0696491 0.0723282 0.0714674 0.213445
273 0.0701497 0.0728481 0.0719775 0.214975
274 0.070652 0.0733699 0.0724894 0.216511
275 0.0711561 0.0738935 0.073003 0.218053
276 0.0716619 0.074419 0.0735184 0.219599
277 0.0721694 0.0749463 0.0740355 0.221151
278 0.0726786 0.0754755 0.0745543 0.222708
279 0.0731896 0.0760066 0.0750748 0.224271
280 0.0737023 0.0765395 0.0755971 0.225839
281 0.0742167 0.0770742 0.0761211 0.227412
282 0.0747328 0.0776108 0.0766468 0.22899
283 0.0752506 0.0781492 0.0771742 0.230574
284 0.0757702 0.0786895 0.0777034 0.232163
285 0.0762914 0.0792316 0.0782343 0.233757
286 0.0768144 0.0797756 0.0787669 0.235357
287 0.077339 0.0803213 0.0793012 0.236962
288 0.0778654 0.080869 0.0798373 0.238572
289 0.0783934 0.0814184 0.080375 0.240187
290 0.0789232 0.0819697 0.0809145 0.241807
291 0.0794546 0.0825228 0.0814557 0.243433
292 0.0799878 0.0830777 0.0819986 0.245064
293 0.0805226 0.0836345 0.0825433 0.2467
294 0.0810591 0.0841931 0.0830896 0.248342
295 0.0815973 0.0847535 0.0836377 0.249988
296 0.0821372 0.0853157 0.0841875 0.25164
297 0.0826788 0.0858797 0.084739 0.253297
298 0.083222 0.0864456 0.0852922 0.25496
299 0.0837669 0.0870132 0.0858472 0.256627
300 0.0843135 0.0875827 0.0864038 0.2583
301 0.0848618 0.088154 0.0869622 0.259978
302 0.0854118 0.0887271 0.0875223 0.261661
303 0.0859634 0.089302 0.0880841 0.263349
304 0.0865167 0.0898786 0.0886476 0.265043
305 0.0870717 0.0904571 0.0892128 0.266742
306 0.0876283 0.0910374 0.0897798 0.268446
307 0.0881866 0.0916195 0.0903485 0.270155
308 0.0887466 0.0922034 0.0909189 0.271869
309 0.0893082 0.0927891 0.091491 0.273588
310 0.0898715 0.0933766 0.0920648 0.275313
311 0.0904365 0.0939659 0.0926404 0.277043
312 0.0910032 0.094557 0.0932177 0.278778
313 0.0915715 0.0951498 0.0937967 0.280518
314 0.0921415 0.0957444 0.0943774 0.282263
315 0.0927131 0.0963409 0.0949599 0.284014
316 0.0932864 0.0969391 0.0955441 0.28577
317 0.0938614 0.0975391 0.09613 0.28753
318 0.0944381 0.0981409 0.0967176 0.289297
319 0.0950164 0.0987444 0.0973069 0.291068
320 0.0955964 0.0993498 0.097898 0.292844
321 0.096178 0.0999569 0.0984908 0.294626
322 0.0967614 0.100566 0.0990854 0.296412
323 0.0973464 0.101176 0.0996816 0.298204
324 0.097933 0.101789 0.10028 0.300001
325 0.0985213 0.102403 0.100879 0.301804
326 0.0991113 0.103019 0.101481 0.303611
327 0.099703 0.103637 0.102084 0.305424
328 0.100296 0.104256 0.102689 0.307242
329 0.100891 0.104878 0.103295 0.309064
330 0.101488 0.105501 0.103904 0.310893
331 0.102086 0.106126 0.104514 0.312726
332 0.102686 0.106752 0.105126 0.314564
333 0.103288 0.107381 0.105739 0.316408
334 0.103891 0.108011 0.106354 0.318256
335 0.104496 0.108643 0.106971 0.32011
336 0.105103 0.109276 0.10759 0.321969
337 0.105712 0.109912 0.10821 0.323833
338 0.106322 0.110549 0.108832 0.325703
339 0.106933 0.111188 0.109456 0.327577
340 0.107547 0.111828 0.110082 0.329457
341 0.108162 0.112471 0.110709 0.331342
342 0.108778 0.113115 0.111338 0.333231
343 0.109397 0.113761 0.111969 0.335127
344 0.110017 0.114409 0.112601 0.337027
345 0.110638 0.115058 0.113235 0.338932
346 0.111262 0.115709 0.113871 0.340842
347 0.111887 0.116362 0.114509 0.342758
348 0.112513 0.117017 0.115148 0.344679
349 0.113142 0.117673 0.115789 0.346604
350 0.113772 0.118332 0.116432 0.348535
351 0.114403 0.118992 0.117076 0.350471
352 0.115037 0.119653 0.117723 0.352412
353 0.115672 0.120317 0.11837 0.354359
354 0.116308 0.120982 0.11902 0.35631
355 0.116947 0.121649 0.119671 0.358266
356 0.117586 0.122317 0.120324 0.360228
357 0.118228 0.122988 0.120979 0.362195
358 0.118871 0.12366 0.121635 0.364166
359 0.119516 0.124334 0.122293 0.366143
360 0.120163 0.125009 0.122953 0.368125
361 0.120811 0.125687 0.123615 0.370112
362 0.12146 0.126366 0.124278 0.372104
363 0.122112 0.127047 0.124943 0.374101
364 0.122765 0.127729 0.125609 0.376104
365 0.123419 0.128414 0.126278 0.378111
366 0.124076 0.1291 0.126948 0.380123
367 0.124734 0.129787 0.127619 0.38214
368 0.125393 0.130477 0.128293 0.384163
369 0.126054 0.131168 0.128968 0.38619
370 0.126717 0.131861 0.129645 0.388223
371 0.127382 0.132555 0.130323 0.39026
372 0.128048 0.133252 0.131003 0.392303
373 0.128715 0.13395 0.131685 0.39435
374 0.129385 0.134649 0.132369 0.396403
375 0.130055 0.135351 0.133054 0.39846
376 0.130728 0.136054 0.133741 0.400523
377 0.131402 0.136759 0.13443 0.40259
378 0.132078 0.137465 0.13512 0.404663
379 0.132755 0.138173 0.135812 0.40674
380 0.133434 0.138883 0.136506 0.408823
381 0.134115 0.139595 0.137201 0.41091
382 0.134797 0.140308 0.137898 0.413003
383 0.13548 0.141023 0.138596 0.4151
384 0.136166 0.14174 0.139297 0.417202
385 0.136853 0.142458 0.139999 0.419309
386 0.137541 0.143178 0.140702 0.421421
387 0.138231 0.143899 0.141408 0.423538
388 0.138923 0.144623 0.142115 0.42566
389 0.139616 0.145348 0.142823 0.427787
390 0.140311 0.146074 0.143533 0.429919
391 0.141008 0.146802 0.144245 0.432055
392 0.141706 0.147532 0.144959 0.434197
393 0.142405 0.148263 0.145674 0.436343
394 0.143107 0.148996 0.146391 0.438494
395 0.143809 0.149731 0.147109 0.44065
396 0.144514 0.150467 0.147829 0.442811
397 0.14522 0.151205 0.148551 0.444976
398 0.145927 0.151945 0.149274 0.447146
399 0.146636 0.152686 0.149999 0.449322
400 0.147347 0.153429 0.150726 0.451502
401 0.148059 0.154173 0.151454 0.453686
402 0.148773 0.154919 0.152184 0.455876
403 0.149489 0.155666 0.152915 0.45807
404 0.150206 0.156415 0.153648 0.460269
405 0.150924 0.157166 0.154382 0.462472
406 0.151644 0.157918 0.155119 0.464681
407 0.152366 0.158672 0.155856 0.466894
408 0.153089 0.159427 0.156595 0.469112
409 0.153814 0.160184 0.157336 0.471334
410 0.15454 0.160942 0.158079 0.473561
411 0.155268 0.161702 0.158823 0.475793
412 0.155997 0.162464 0.159568 0.478029
413 0.156728 0.163227 0.160315 0.48027
414 0.157461 0.163991 0.161064 0.482516
415 0.158195 0.164757 0.161814 0.484766
416 0.158931 0.165525 0.162566 0.487021
417 0.159668 0.166294 0.163319 0.489281
418 0.160407 0.167065 0.164074 0.491545
419 0.161147 0.167837 0.16483 0.493813
420 0.161889 0.16861 0.165588 0.496087
421 0.162632 0.169385 0.166347 0.498365
422 0.163377 0.170162 0.167108 0.500647
423 0.164123 0.17094 0.16787 0.502934
424 0.164871 0.17172 0.168634 0.505225
425 0.165621 0.172501 0.1694 0.507521
426 0.166372 0.173284 0.170166 0.509822
427 0.167124 0.174068 0.170935 0.512127
428 0.167878 0.174854 0.171705 0.514437
429 0.168634 0.175641 0.172476 0.516751
430 0.169391 0.176429 0.173249 0.51907
431 0.17015 0.17722 0.174024 0.521393
432 0.17091 0.178011 0.1748 0.523721
433 0.171672 0.178804 0.175577 0.526053
434 0.172435 0.179599 0.176356 0.52839
435 0.1732 0.180395 0.177136 0.530731
436 0.173966 0.181192 0.177918 0.533077
437 0.174734 0.181992 0.178702 0.535427
438 0.175504 0.182792 0.179487 0.537782
439 0.176275 0.183594 0.180273 0.540142
440 0.177047 0.184398 0.181061 0.542506
441 0.177821 0.185203 0.18185 0.544874
442 0.178597 0.186009 0.182641 0.547247
443 0.179374 0.186817 0.183434 0.549624
444 0.180152 0.187627 0.184227 0.552006
445 0.180932 0.188438 0.185023 0.554393
446 0.181714 0.18925 0.18582 0.556784
447 0.182497 0.190064 0.186618 0.55918
448 0.183282 0.19088 0.187418 0.56158
449 0.184068 0.191697 0.18822 0.563985
450 0.184856 0.192515 0.189023 0.566394
451 0.185646 0.193335 0.189827 0.568808
452 0.186437 0.194157 0.190633 0.571227
453 0.187229 0.19498 0.191441 0.57365
454 0.188023 0.195805 0.19225 0.576078
455 0.188819 0.196631 0.19306 0.57851
456 0.189616 0.197459 0.193872 0.580948
457 0.190415 0.198289 0.194686 0.58339
458 0.191215 0.19912 0.195501 0.585836
459 0.192017 0.199952 0.196318 0.588288
460 0.192821 0.200787 0.197136 0.590744
461 0.193626 0.201622 0.197956 0.593205
462 0.194433 0.20246 0.198778 0.59567
463 0.195241 0.203299 0.199601 0.598141
464 0.196051 0.20414 0.200425 0.600616
465 0.196863 0.204982 0.201251 0.603096
466 0.197676 0.205826 0.202079 0.605581
467 0.198491 0.206672 0.202908 0.60807
468 0.199307 0.207519 0.203739 0.610565
469 0.200125 0.208368 0.204571 0.613065
470 0.200945 0.209218 0.205405 0.615569
471 0.201766 0.210071 0.206241 0.618078
472 0.202589 0.210925 0.207078 0.620592
473 0.203414 0.21178 0.207917 0.623112
474 0.20424 0.212638 0.208758 0.625636
475 0.205068 0.213497 0.2096 0.628165
476 0.205898 0.214358 0.210443 0.630699
477 0.206729 0.21522 0.211289 0.633238
478 0.207562 0.216085 0.212136 0.635782
479 0.208396 0.216951 0.212984 0.638331
480 0.209233 0.217818 0.213835 0.640885
481 0.21007 0.218688 0.214687 0.643445
482 0.21091 0.219559 0.21554 0.646009
483 0.211751 0.220432 0.216395 0.648578
484 0.212594 0.221307 0.217252 0.651153
485 0.213439 0.222183 0.218111 0.653732
486 0.214285 0.223061 0.218971 0.656317
487 0.215133 0.223941 0.219833 0.658907
488 0.215983 0.224823 0.220696 0.661502
489 0.216834 0.225706 0.221562 0.664102
490 0.217687 0.226592 0.222429 0.666707
491 0.218542 0.227479 0.223297 0.669318
492 0.219398 0.228368 0.224168 0.671933
493 0.220256 0.229258 0.22504 0.674554
494 0.221116 0.23015 0.225914 0.67718
495 0.221978 0.231045 0.226789 0.679811
496 0.222841 0.23194 0.227666 0.682448
497 0.223706 0.232838 0.228545 0.685089
498 0.224573 0.233738 0.229426 0.687736
499 0.225441 0.234639 0.230309 0.690388
500 0.226311 0.235542 0.231193 0.693046
501 0.227183 0.236447 0.232079 0.695708
502 0.228057 0.237353 0.232966 0.698376
503 0.228932 0.238262 0.233856 0.70105
504 0.229809 0.239172 0.234747 0.703728
505 0.230688 0.240084 0.23564 0.706412
506 0.231568 0.240997 0.236535 0.709101
507 0.232451 0.241913 0.237431 0.711795
508 0.233335 0.24283 0.23833 0.714495
509 0.23422 0.243749 0.23923 0.717199
510 0.235108 0.24467 0.240132 0.71991
511 0.235997 0.245593 0.241035 0.722625
512 0.236888 0.246517 0.241941 0.725346
513 0.23778 0.247444 0.242848 0.728072
514 0.238675 0.248372 0.243757 0.730803
515 0.239571 0.249301 0.244668 0.73354
516 0.240469 0.250233 0.24558 0.736282
517 0.241368 0.251166 0.246495 0.739029
518 0.24227 0.252102 0.247411 0.741782
519 0.243173 0.253038 0.248329 0.74454
520 0.244077 0.253977 0.249249 0.747303
521 0.244984 0.254918 0.25017 0.750072
522 0.245892 0.25586 0.251094 0.752846
523 0.246802 0.256804 0.252019 0.755625
524 0.247713 0.25775 0.252946 0.758409
525 0.248627 0.258698 0.253875 0.761199
526 0.249542 0.259647 0.254806 0.763994
527 0.250458 0.260599 0.255738 0.766795
528 0.251377 0.261552 0.256672 0.769601
529 0.252297 0.262507 0.257608 0.772412
530 0.253218 0.263463 0.258546 0.775228
531 0.254142 0.264422 0.259486 0.77805
532 0.255067 0.265382 0.260428 0.780876
533 0.255994 0.266344 0.261371 0.783709
534 0.256922 0.267308 0.262316 0.786546
535 0.257852 0.268273 0.263263 0.789389
536 0.258784 0.269241 0.264212 0.792237
537 0.259717 0.27021 0.265163 0.79509
538 0.260653 0.271181 0.266115 0.797949
539 0.261589 0.272154 0.267069 0.800812
540 0.262528 0.273128 0.268025 0.803681
541 0.263467 0.274105 0.268983 0.806555
542 0.264409 0.275083 0.269943 0.809435
543 0.265352 0.276063 0.270904 0.812319
544 0.266297 0.277045 0.271868 0.815209
545 0.267243 0.278028 0.272833 0.818104
546 0.268191 0.279013 0.2738 0.821005
547 0.269141 0.28 0.274769 0.82391
548 0.270092 0.280989 0.275739 0.826821
549 0.271045 0.28198 0.276711 0.829736
550 0.271999 0.282972 0.277686 0.832657
551 0.272955 0.283966 0.278662 0.835583
552 0.273913 0.284962 0.279639 0.838515
553 0.274872 0.28596 0.280619 0.841451
554 0.275832 0.28696 0.2816 0.844393
555 0.276795 0.287961 0.282584 0.847339
556 0.277758 0.288964 0.283569 0.850291
557 0.278724 0.289969 0.284555 0.853248
558 0.279691 0.290976 0.285544 0.85621
559 0.280659 0.291984 0.286534 0.859177
560 0.281629 0.292994 0.287526 0.862149
561 0.2826 0.294006 0.28852 0.865127
562 0.283573 0.29502 0.289516 0.868109
563 0.284548 0.296035 0.290513 0.871097
564 0.285524 0.297053 0.291513 0.874089
565 0.286501 0.298072 0.292514 0.877087
566 0.287481 0.299093 0.293517 0.88009
567 0.288461 0.300115 0.294521 0.883097
568 0.289443 0.301139 0.295527 0.88611
569 0.290427 0.302165 0.296536 0.889128
570 0.291412 0.303193 0.297545 0.892151
571 0.292399 0.304223 0.298557 0.895179
572 0.293387 0.305254 0.29957 0.898212
573 0.294377 0.306287 0.300586 0.90125
574 0.295368 0.307322 0.301602 0.904293
575 0.296361 0.308359 0.302621 0.90734
576 0.297355 0.309397 0.303641 0.910393
577 0.298351 0.310437 0.304663 0.913451
578 0.299348 0.311479 0.305687 0.916514
