Time,TotEng,Temp,Press,,Step,TotEng,Temp,Press,Density
20.32,-3.0050019,1.1964852,3.3671589,,20320,-1.5220026,1.4262225,0.97493709,0.59696091
20.33,-3.0047337,1.1951555,3.3746157,,20330,-1.5463349,1.4006985,1.0640134,0.59862863
20.34,-3.0041956,1.1956631,3.3611402,,20340,-1.5668376,1.3958526,1.0753545,0.60025495
20.35,-3.0045869,1.212293,3.2624252,,20350,-1.583954,1.4072851,1.0235723,0.60183792
20.36,-3.0040831,1.2438301,3.0908807,,20360,-1.601436,1.4269265,0.93517901,0.60338788
20.37,-3.0039618,1.27448,2.9221144,,20370,-1.6157888,1.4457203,0.85082657,0.604922
20.38,-3.003835,1.2931787,2.8141362,,20380,-1.6305102,1.4589363,0.78789046,0.60645685
20.39,-3.0027893,1.2973816,2.784458,,20390,-1.6450683,1.467928,0.74686691,0.60800479
20.4,-3.0034383,1.2905096,2.8130782,,20400,-1.6582084,1.4734294,0.73040359,0.60957357
20.41,-3.0046012,1.2788972,2.8669406,,20410,-1.671791,1.4716896,0.75188666,0.61116587
20.42,-3.004324,1.2781916,2.8704385,,20420,-1.6831898,1.4582567,0.83203196,0.61277676
20.43,-3.0044689,1.3007612,2.7611768,,20430,-1.6946121,1.4313908,0.97424044,0.61439015
20.44,-3.0037009,1.3306245,2.6144295,,20440,-1.7033206,1.3965079,1.160615,0.61597832
20.45,-3.003043,1.3508167,2.5090595,,20450,-1.7071758,1.3630609,1.3559644,0.61750551
20.46,-3.0029086,1.3627849,2.4414159,,20460,-1.7083552,1.3379271,1.5277511,0.61893483
20.47,-3.00161,1.3687938,2.4043167,,20470,-1.7037724,1.3254696,1.6594231,0.6202343
20.48,-3.0020038,1.3639632,2.4134354,,20480,-1.6954315,1.3310551,1.7255161,0.62138074
20.49,-3.0030355,1.3483346,2.4681894,,20490,-1.6831811,1.3592239,1.7074037,0.62236406
20.5,-3.0034132,1.3337394,2.516096,,20500,-1.6672608,1.4048754,1.6220114,0.62319042
20.51,-3.0028915,1.3330321,2.500494,,20510,-1.6460095,1.4548773,1.5197405,0.62387858
20.52,-3.0015984,1.3436569,2.435163,,20520,-1.6203009,1.5014562,1.4315288,0.62445058
20.53,-3.0017265,1.3534623,2.3740705,,20530,-1.5895143,1.544598,1.3630292,0.62492574
20.54,-3.0002863,1.3612709,2.3305509,,20540,-1.5558888,1.5860469,1.3091023,0.62531949
20.55,-2.9996418,1.3690741,2.29366,,20550,-1.5190488,1.6239534,1.2796564,0.62564373
20.56,-2.9997769,1.3711866,2.2893352,,20560,-1.4812862,1.6495913,1.3040661,0.62590495
20.57,-2.9995219,1.3622815,2.3443886,,20570,-1.4413504,1.6502342,1.4260174,0.62609859
20.58,-2.9992685,1.3377694,2.4788,,20580,-1.404002,1.6299073,1.6187833,0.62620226
20.59,-2.9973105,1.2934912,2.7104138,,20590,-1.3680428,1.6222527,1.7607998,0.6261817
20.6,-2.9957206,1.2361496,2.9967299,,20600,-1.3346529,1.6301682,1.8372572,0.62601143
20.61,-2.9959456,1.1945559,3.1945471,,20610,-1.3043515,1.6231474,1.9501809,0.625677
20.62,-2.9967388,1.2051211,3.1378373,,20620,-1.2774458,1.6090095,2.0683831,0.62515945
20.63,-2.9977115,1.256723,2.8822174,,20630,-1.2523231,1.6105223,2.1106557,0.62443995
20.64,-2.997591,1.2967302,2.6760024,,20640,-1.2302867,1.6205049,2.0982059,0.62351315
20.65,-2.9973008,1.3082376,2.6034508,,20650,-1.2121513,1.6285314,2.0678436,0.62238425
20.66,-2.9974153,1.3133699,2.5674922,,20660,-1.1948969,1.6516676,1.9701637,0.62106381
20.67,-2.9969047,1.325413,2.5071838,,20670,-1.1817014,1.6805231,1.8364371,0.619574
20.68,-2.9975648,1.3358031,2.455574,,20680,-1.1740781,1.6963319,1.7311548,0.61794323
20.69,-2.9976943,1.3315414,2.4732226,,20690,-1.1716298,1.6873342,1.694708,0.61619425
20.7,-2.9976827,1.3110796,2.5659118,,20700,-1.1761742,1.6598962,1.6985247,0.6143371
20.71,-2.998452,1.2846986,2.683352,,20710,-1.1854199,1.6433393,1.6404807,0.61237522
20.72,-2.9993641,1.265753,2.7636444,,20720,-1.2004208,1.6571371,1.4522752,0.61032375
20.73,-2.9993696,1.2585045,2.7882254,,20730,-1.2223438,1.6873533,1.1844434,0.60822109
20.74,-2.9993764,1.2577914,2.7806431,,20740,-1.2526604,1.7028613,0.94638449,0.60611937
20.75,-3.0006826,1.2575985,2.7683292,,20750,-1.2918968,1.6911456,0.78358964,0.60406482
20.76,-3.0014636,1.2573416,2.7575961,,20760,-1.3421928,1.6677089,0.6444514,0.60208967
20.77,-3.0031585,1.2622461,2.7217998,,20770,-1.4017683,1.6409243,0.50661187,0.6002202
20.78,-3.002907,1.2726878,2.6624814,,20780,-1.4692959,1.5990683,0.41644253,0.59848049
20.79,-3.0017344,1.2799843,2.6159065,,20790,-1.5386666,1.5364705,0.40839138,0.59688496
20.8,-3.0009422,1.2807194,2.5951808,,20800,-1.6037208,1.4611423,0.46992237,0.59543235
20.81,-3.0002792,1.2836658,2.5616157,,20810,-1.6567766,1.3864635,0.56783709,0.59410808
20.82,-3.0000245,1.2982636,2.4742151,,20820,-1.697197,1.3225811,0.66600149,0.59289093
20.83,-3.0006931,1.3187982,2.3612836,,20830,-1.7246633,1.2748466,0.74070579,0.59175975
20.84,-3.0013544,1.3307527,2.294734,,20840,-1.7431443,1.251399,0.75510498,0.59069871
20.85,-3.0016123,1.323264,2.3275701,,20850,-1.7533756,1.2567051,0.69206656,0.58970386
20.86,-3.000816,1.3007304,2.441502,,20860,-1.7550162,1.2779358,0.59578157,0.58878538
20.87,-3.0009419,1.2786983,2.5617933,,20870,-1.7512781,1.2998124,0.51578064,0.58795986
20.88,-3.00043,1.2629823,2.6622306,,20880,-1.7438238,1.3163793,0.47163025,0.58724091
20.89,-3.0008306,1.2450288,2.7762931,,20890,-1.7319416,1.3281169,0.46273897,0.58663532
20.9,-3.0008317,1.2166195,2.9398322,,20900,-1.7168868,1.3360468,0.48287384,0.58614288
20.91,-3.0009579,1.1776601,3.1463105,,20910,-1.698452,1.3405285,0.5286968,0.58575777
20.92,-3.0010625,1.1383702,3.3415019,,20920,-1.6759418,1.3425155,0.59491667,0.58546935
20.93,-3.0009057,1.126815,3.3936218,,20930,-1.64954,1.3424156,0.67634305,0.58526307
20.94,-2.9998881,1.1668086,3.1979427,,20940,-1.6221842,1.3422205,0.75917513,0.58512194
20.95,-2.9990191,1.2330378,2.8724235,,20950,-1.5913646,1.346815,0.82753437,0.58502905
20.96,-2.9982399,1.2808733,2.6260682,,20960,-1.5578112,1.3593467,0.86855698,0.5849705
20.97,-2.999002,1.3024641,2.5009341,,20970,-1.523256,1.3792438,0.88100708,0.58493776
20.98,-2.9989958,1.3136774,2.4350859,,20980,-1.4879753,1.4051596,0.86804727,0.58492797
20.99,-2.9980871,1.3212803,2.4013016,,20990,-1.4545955,1.4373684,0.82487815,0.58494348
21,-2.9978392,1.3184001,2.4308323,,21000,-1.420549,1.480231,0.7401339,0.58499265
21.01,-2.9980946,1.2940648,2.5737464,,21010,-1.3887022,1.536259,0.60424881,0.58509213
21.02,-2.9984642,1.2542591,2.8005417,,21020,-1.36132,1.5875938,0.47539721,0.58526719
21.03,-2.9995021,1.2201548,3.0087931,,21030,-1.3379723,1.6189917,0.40648551,0.58554156
21.04,-3.0004284,1.1990673,3.1581076,,21040,-1.3200187,1.6358422,0.38127585,0.58592827
21.05,-3.0002988,1.1809708,3.2860489,,21050,-1.3074713,1.6431545,0.38524665,0.58643156
21.06,-3.0009365,1.1655626,3.3848082,,21060,-1.3007607,1.637436,0.43056427,0.58704963
21.07,-3.0004041,1.1681115,3.3872263,,21070,-1.2981028,1.6162245,0.5283712,0.58777256
21.08,-2.9985955,1.1961044,3.2639859,,21080,-1.2988546,1.5824985,0.66937241,0.58858049
21.09,-2.9979755,1.2301853,3.1082087,,21090,-1.3023001,1.5446792,0.82503205,0.58944565
21.1,-2.9982445,1.240383,3.0656038,,21100,-1.3074967,1.5126859,0.96127137,0.59033767
21.11,-2.9987415,1.2204185,3.1708873,,21110,-1.3093422,1.4912535,1.0660864,0.59122965
21.12,-2.9982003,1.1924479,3.3247222,,21120,-1.3121247,1.4789566,1.1375854,0.59210111
21.13,-2.996503,1.1749658,3.437407,,21130,-1.3146382,1.4724889,1.1878146,0.59293793
21.14,-2.996377,1.1689794,3.4934974,,21140,-1.3163126,1.4700221,1.2240584,0.59373035
21.15,-2.9957294,1.1706234,3.5104635,,21150,-1.3154757,1.4703322,1.2530026,0.59447146
21.16,-2.9961212,1.1766331,3.498235,,21160,-1.3150504,1.4705412,1.2807126,0.59515582
21.17,-2.9957232,1.187118,3.456672,,21170,-1.313874,1.4688439,1.3132644,0.59577821
21.18,-2.995851,1.2078531,3.3565427,,21180,-1.313353,1.4662677,1.3428838,0.5963329
21.19,-2.9953368,1.241296,3.1911582,,21190,-1.3128756,1.464333,1.3621238,0.59681465
21.2,-2.9957484,1.2751434,3.0193068,,21200,-1.3100232,1.4705509,1.3470286,0.59722055
21.21,-2.9961465,1.2899861,2.9360167,,21210,-1.3081867,1.4937705,1.2645045,0.59755482
21.22,-2.9956082,1.2802261,2.9708095,,21220,-1.303784,1.526676,1.145358,0.59783361
21.23,-2.9953241,1.2617063,3.0489035,,21230,-1.3007377,1.5554793,1.0337744,0.59808012
21.24,-2.9945418,1.2550865,3.0758733,,21240,-1.3007454,1.5763469,0.94306052,0.59831646
21.25,-2.9944363,1.2596915,3.0523441,,21250,-1.30082,1.5930313,0.86587466,0.59856082
21.26,-2.9958909,1.251104,3.0883236,,21260,-1.3058994,1.6037353,0.80328833,0.59882847
21.27,-2.9949587,1.2129886,3.2646732,,21270,-1.3127956,1.6008513,0.78430758,0.59913105
21.28,-2.9949175,1.1628698,3.4954957,,21280,-1.326972,1.5902394,0.78286777,0.5994727
21.29,-2.9951591,1.1408601,3.5989305,,21290,-1.3477621,1.5790528,0.77571839,0.59985402
21.3,-2.9951922,1.1628268,3.5033114,,21300,-1.3739327,1.5567093,0.79827026,0.60027556
21.31,-2.9956168,1.1996871,3.3378873,,21310,-1.4051108,1.5218218,0.8554095,0.60073269
21.32,-2.9956154,1.2202647,3.2441733,,21320,-1.4412681,1.4821737,0.92136111,0.60121455
21.33,-2.9961153,1.2251972,3.2161602,,21330,-1.4797269,1.4353806,1.0064605,0.6017078
21.34,-2.9970174,1.2367802,3.1508037,,21340,-1.5177842,1.3826506,1.1083018,0.6021956
21.35,-2.9961209,1.2635595,3.0115081,,21350,-1.5535021,1.3561344,1.1223366,0.60265992
21.36,-2.9965185,1.2902304,2.8634819,,21360,-1.5857705,1.3558021,1.0509739,0.60309807
21.37,-2.9975569,1.3069881,2.7571509,,21370,-1.6143071,1.3492649,1.0060957,0.6035223
21.38,-2.9958555,1.3144912,2.7003491,,21380,-1.6385411,1.3351438,0.99867456,0.60394155
21.39,-2.9958536,1.3135869,2.6845498,,21390,-1.6578082,1.3258878,0.99126803,0.60435797
21.4,-2.9962449,1.3065369,2.7020641,,21400,-1.671308,1.3249786,0.9755817,0.60477325
21.41,-2.9949324,1.2989554,2.7301204,,21410,-1.6814734,1.3231715,0.98177306,0.60519003
21.42,-2.9967622,1.2965225,2.7347401,,21420,-1.6864101,1.3121163,1.0416316,0.60560661
21.43,-2.9982077,1.2983314,2.7249756,,21430,-1.686381,1.2910184,1.1562486,0.6060112
21.44,-2.999391,1.2967773,2.7336642,,21440,-1.6815898,1.2638958,1.3059027,0.60638145
21.45,-3.0003002,1.2852952,2.7877081,,21450,-1.670866,1.2454541,1.4330287,0.60668868
21.46,-3.0008135,1.2689797,2.8610782,,21460,-1.6531776,1.2651889,1.4329524,0.60690996
21.47,-3.0005498,1.258847,2.9028706,,21470,-1.6293336,1.3208869,1.3125049,0.60704557
21.48,-3.0001568,1.2592017,2.8930089,,21480,-1.5973523,1.3802586,1.1890493,0.60711746
21.49,-2.9999018,1.2704953,2.8331578,,21490,-1.560257,1.4298759,1.1122067,0.60714945
21.5,-2.9971776,1.2850737,2.7667253,,21500,-1.5210047,1.4697542,1.0832121,0.60715695
21.51,-2.9971805,1.287528,2.7561429,,21510,-1.4791692,1.4966647,1.1145371,0.60714556
21.52,-2.9974268,1.2767346,2.8088706,,21520,-1.4392965,1.5032463,1.2230695,0.60710888
21.53,-2.9974229,1.2654195,2.8648898,,21530,-1.4007569,1.4873001,1.409755,0.60702531
21.54,-2.9969037,1.2599032,2.8917509,,21540,-1.3666811,1.4673803,1.597748,0.60685932
21.55,-2.9965068,1.2605179,2.8848296,,21550,-1.3361925,1.4701317,1.6879573,0.60657584
21.56,-2.9972912,1.2727301,2.8199109,,21560,-1.3089019,1.4983792,1.6660483,0.60615777
21.57,-2.9978359,1.2945036,2.7135394,,21570,-1.2857191,1.5187239,1.6442129,0.60560786
21.58,-2.9982425,1.3059013,2.6594397,,21580,-1.2663728,1.5144579,1.6819966,0.60492996
21.59,-2.9978351,1.2946845,2.7155912,,21590,-1.2511565,1.5059863,1.7113133,0.60411844
21.6,-2.9980724,1.2746668,2.8160713,,21600,-1.2384786,1.5118281,1.6715945,0.60316925
21.61,-2.998726,1.2674971,2.8616192,,21610,-1.2297409,1.5340869,1.5568068,0.60209112
21.62,-2.9993998,1.27268,2.8540358,,21620,-1.2214857,1.5615338,1.4150177,0.6009068
21.63,-2.9990196,1.2721262,2.8760632,,21630,-1.2177059,1.5738116,1.3146722,0.59964394
21.64,-2.9993975,1.2574388,2.9605234,,21640,-1.2165268,1.5741631,1.2503058,0.59832301
21.65,-3.0001628,1.2408975,3.0483409,,21650,-1.2177449,1.5788761,1.1698967,0.59695832
21.66,-3.0006848,1.2392184,3.0607544,,21660,-1.2216891,1.5853709,1.0823797,0.5955661
21.67,-3.0018723,1.2521499,2.9957071,,21670,-1.2282746,1.5860631,1.0144064,0.5941635
21.68,-3.0044963,1.2659694,2.9166105,,21680,-1.2369963,1.5782668,0.97670967,0.59276405
21.69,-3.0030622,1.2669555,2.899048,,21690,-1.2483375,1.5569575,0.98531653,0.59137507
21.7,-3.0033057,1.2531619,2.9452908,,21700,-1.2588192,1.5220489,1.0436121,0.58999474
21.71,-3.0026384,1.2421674,2.9815252,,21710,-1.269755,1.4852041,1.110364,0.58861244
21.72,-3.0014785,1.2470521,2.9493311,,21720,-1.282015,1.4526676,1.1610433,0.58721567
21.73,-3.0014915,1.2553111,2.9036115,,21730,-1.2910021,1.4254731,1.1938401,0.58579467
21.74,-2.9997864,1.2538017,2.9100887,,21740,-1.2986962,1.4094591,1.1852466,0.58434393
21.75,-2.9989917,1.2473774,2.9439153,,21750,-1.3052633,1.4010749,1.1453875,0.58286546
21.76,-2.9989922,1.2444986,2.9660798,,21760,-1.3091861,1.3992586,1.0784614,0.58136747
21.77,-3.0012176,1.2452623,2.9714542,,21770,-1.3075581,1.4254615,0.92054758,0.5798648
21.78,-3.0023953,1.2435126,2.9908536,,21780,-1.3050283,1.4823297,0.66424404,0.57838918
21.79,-3.001352,1.2365082,3.0374051,,21790,-1.2991996,1.5358008,0.43046547,0.57698882
21.8,-3.0018656,1.2267301,3.0925239,,21800,-1.2916662,1.5670584,0.28709203,0.57570827
21.81,-3.0017347,1.2244275,3.1132296,,21810,-1.2871038,1.5734648,0.24323151,0.57457488
21.82,-3.0014907,1.2291128,3.1008144,,21820,-1.2839908,1.5512002,0.31321553,0.57359569
21.83,-3.0009631,1.2247816,3.1264897,,21830,-1.2820075,1.5029081,0.48363302,0.57275577
21.84,-2.9997701,1.2131712,3.1823028,,21840,-1.2806399,1.4480891,0.68321477,0.57202148
21.85,-2.9987184,1.2082008,3.2026211,,21850,-1.2767399,1.4166732,0.81010877,0.57135432
21.86,-3.0008082,1.2169801,3.1490837,,21860,-1.2710265,1.4239078,0.80968208,0.57072969
21.87,-3.0005651,1.2346079,3.0546232,,21870,-1.2616252,1.4559955,0.72884122,0.57014647
21.88,-3.0000565,1.2432534,3.0007803,,21880,-1.2476686,1.4937041,0.63543907,0.56961916
21.89,-3.0009627,1.2285745,3.0521292,,21890,-1.2279944,1.5279127,0.56701756,0.56916519
21.9,-3.0021065,1.2023148,3.1571945,,21900,-1.2066843,1.5520313,0.54584638,0.56879726
21.91,-3.0021101,1.1952432,3.1781572,,21910,-1.1807019,1.562053,0.59135379,0.56851859
21.92,-3.0016024,1.2077429,3.1082214,,21920,-1.151143,1.5598513,0.69619396,0.56831982
21.93,-3.0010754,1.2273405,3.002268,,21930,-1.1173066,1.5520754,0.83664353,0.56818012
21.94,-2.9997746,1.254345,2.8651403,,21940,-1.0802378,1.5485138,0.97528517,0.56807205
21.95,-3.0010929,1.2822155,2.7268715,,21950,-1.0397018,1.5512145,1.0992998,0.56796817
21.96,-3.0016198,1.2976724,2.6574054,,21960,-0.99766978,1.5582424,1.2048452,0.56784398
21.97,-3.0012161,1.2974013,2.6730084,,21970,-0.95534999,1.5827248,1.2437898,0.5676795
21.98,-3.0003004,1.29056,2.7283476,,21980,-0.91268944,1.6297732,1.1980851,0.56746747
21.99,-3.0000402,1.2806245,2.7990159,,21990,-0.87166436,1.6831348,1.1177497,0.56721619
22,-3.0000436,1.2642667,2.8940906,,22000,-0.83530154,1.7282867,1.0480855,0.56694096
22.01,-3.0002994,1.2413399,3.0101688,,22010,-0.80761716,1.758441,1.0079858,0.56665537
22.02,-2.9996352,1.2193699,3.1122068,,22020,-0.78932712,1.7696188,1.008766,0.56636712
22.03,-2.9998878,1.2104852,3.1403226,,22030,-0.78019444,1.7608755,1.0508528,0.56607601
22.04,-3.0010568,1.2261039,3.0427108,,22040,-0.78051904,1.7369546,1.1142715,0.56577399
22.05,-3.0008184,1.2700447,2.8105821,,22050,-0.78938657,1.7195766,1.1282546,0.5654497
22.06,-3.0011054,1.3233583,2.5339459,,22060,-0.80491909,1.7406051,0.99689275,0.56510238
22.07,-3.0016303,1.3595269,2.3406284,,22070,-0.83075022,1.7715289,0.81010957,0.56475638
22.08,-3.000963,1.3738846,2.2597727,,22080,-0.86719288,1.7672716,0.71544616,0.56444597
22.09,-3.0003105,1.3767859,2.2442279,,22090,-0.91124626,1.7215868,0.74103957,0.56418937
22.1,-3.0012357,1.3683529,2.2871138,,22100,-0.96188039,1.6526807,0.83122862,0.56398218
22.11,-3.0017471,1.3413828,2.4161091,,22110,-1.01408,1.602313,0.8607907,0.56380864
22.12,-3.0014472,1.3111824,2.5550883,,22120,-1.0649868,1.5841153,0.79219907,0.56366353
22.13,-3.0023582,1.3137583,2.5367479,,22130,-1.1130608,1.5673676,0.72893442,0.56355841
22.14,-3.0023969,1.3527602,2.3525439,,22140,-1.1572266,1.532595,0.74078714,0.56350458
22.15,-3.001385,1.389379,2.1868618,,22150,-1.1951046,1.4843555,0.81985369,0.56349973
22.16,-3.0008641,1.3899307,2.1990898,,22160,-1.2251505,1.4358758,0.9239152,0.56352887
22.17,-3.0004466,1.3541447,2.3945796,,22170,-1.2453637,1.3956294,1.0216073,0.5635718
22.18,-2.9990003,1.304362,2.6692061,,22180,-1.2603006,1.3746536,1.0659376,0.56361002
22.19,-2.9986057,1.2530965,2.9512041,,22190,-1.2695614,1.3803474,1.0303533,0.56363522
22.2,-2.999498,1.2080849,3.1921614,,22200,-1.2745017,1.4033793,0.94324378,0.56365396
22.21,-2.9988395,1.1889462,3.3007851,,22210,-1.2793991,1.4289152,0.85078808,0.56368283
22.22,-2.998994,1.2009333,3.2492164,,22220,-1.2795683,1.4447144,0.80153619,0.56373924
22.23,-2.9994024,1.2229176,3.1375032,,22230,-1.2773931,1.4454737,0.81230344,0.56383265
22.24,-2.9986143,1.2374619,3.0520843,,22240,-1.2731439,1.435635,0.8692121,0.5639611
22.25,-2.9997801,1.2469355,2.9816877,,22250,-1.2687499,1.423619,0.94163128,0.56411383
22.26,-3.0006924,1.2583904,2.900412,,22260,-1.2616387,1.416626,1.0070613,0.5642768
22.27,-3.0000311,1.273943,2.8031623,,22270,-1.2551706,1.4108859,1.0707569,0.56443698
22.28,-2.9978164,1.2972171,2.6786371,,22280,-1.2452916,1.4010877,1.1518809,0.56458134
22.29,-2.9974482,1.3201012,2.5640265,,22290,-1.2316884,1.3928086,1.2322036,0.56469421
22.3,-2.9979762,1.3212159,2.5607397,,22300,-1.214433,1.3912856,1.2947128,0.56476008
22.31,-2.9993948,1.294383,2.6962122,,22310,-1.1964396,1.3871809,1.3639912,0.56476613
22.32,-2.9987219,1.2558132,2.8960401,,22320,-1.1747415,1.3713651,1.4682499,0.56469806
22.33,-2.9988365,1.2305252,3.0340392,,22330,-1.1504532,1.3545621,1.5660207,0.56453596
22.34,-2.9996372,1.2340006,3.0353687,,22340,-1.1244385,1.3656685,1.5596248,0.56426228
22.35,-2.9996646,1.2520234,2.9656253,,22350,-1.0942199,1.4238354,1.3925251,0.56387939
22.36,-2.9990155,1.2599795,2.9382624,,22360,-1.060456,1.5093471,1.134196,0.56341929
22.37,-2.9974301,1.2526187,2.9802035,,22370,-1.0263292,1.5837611,0.91252293,0.56293107
22.38,-2.9987173,1.2456193,3.014695,,22380,-0.99488074,1.6273419,0.79397833,0.56245756
22.39,-2.9981935,1.2543698,2.9786475,,22390,-0.97084568,1.6461681,0.75767951,0.56202259
22.4,-2.9983399,1.2764267,2.8801276,,22400,-0.95214573,1.6498014,0.77509636,0.56163368
22.41,-2.9979619,1.2934916,2.8063027,,22410,-0.93769213,1.6379798,0.84446431,0.56128719
22.42,-2.998869,1.2915848,2.8191898,,22420,-0.92771112,1.6145738,0.94865837,0.56096967
22.43,-2.9998966,1.2759109,2.8958619,,22430,-0.92217571,1.5967822,1.0301322,0.56066143
22.44,-2.9995009,1.261196,2.9681784,,22440,-0.92204293,1.5915213,1.0636781,0.56034685
22.45,-2.9983386,1.2518519,3.0109927,,22450,-0.92470219,1.5762789,1.1188665,0.56001785
22.46,-2.9992543,1.2385436,3.0586799,,22460,-0.92840205,1.5553343,1.1823216,0.55966361
22.47,-3.0001416,1.224881,3.0979611,,22470,-0.934425,1.5584651,1.16159,0.55927346
22.48,-3.0011884,1.2347162,3.026093,,22480,-0.94294981,1.5690621,1.1096832,0.55885044
22.49,-3.0007001,1.2646283,2.8671069,,22490,-0.95335587,1.5635052,1.1025569,0.55840345
22.5,-2.9997884,1.2828172,2.7669253,,22500,-0.96456152,1.5494188,1.1180654,0.55793431
22.51,-2.9996425,1.2808561,2.7661861,,22510,-0.97725342,1.5439759,1.1005577,0.55744102
22.52,-2.9998926,1.2692954,2.8179215,,22520,-0.99153901,1.5457062,1.0526738,0.55692696
22.53,-3.0000155,1.2617356,2.8583945,,22530,-1.0068693,1.5408872,1.0164607,0.5564008
22.54,-2.9996363,1.2648445,2.856488,,22540,-1.0232384,1.5337509,0.97909014,0.55586998
22.55,-3.0003078,1.2676715,2.8596109,,22550,-1.0393966,1.5391645,0.89756565,0.55534258
22.56,-3.0001784,1.2527969,2.9490348,,22560,-1.0575554,1.5520471,0.78759363,0.55483448
22.57,-3.0008037,1.2196599,3.1208237,,22570,-1.0783909,1.557079,0.69881871,0.55436666
22.58,-3.0019496,1.1933779,3.2551588,,22580,-1.1005764,1.5532899,0.63821871,0.55395651
22.59,-3.0011769,1.2008764,3.2292579,,22590,-1.1248215,1.5493676,0.57854739,0.55361644
22.6,-3.0018584,1.2344339,3.071275,,22600,-1.1508694,1.5495619,0.50638796,0.55335858
22.61,-3.0013423,1.2698781,2.8999797,,22610,-1.1797809,1.5488262,0.43603027,0.55319703
22.62,-3.0012124,1.2971159,2.7683121,,22620,-1.2107518,1.5379584,0.39696766,0.55314532
22.63,-3.0006989,1.314905,2.6914695,,22630,-1.2441951,1.5148936,0.39502959,0.55321128
22.64,-2.9994033,1.3157393,2.7067856,,22640,-1.2791747,1.4917777,0.39349649,0.55339622
22.65,-2.9992558,1.2945729,2.830009,,22650,-1.3141742,1.4768514,0.36876144,0.55370127
22.66,-2.999364,1.2677223,2.9803777,,22660,-1.3504984,1.4614008,0.34755055,0.55413128
22.67,-2.9989674,1.2582608,3.0443767,,22670,-1.3860073,1.439219,0.3550839,0.55469055
22.68,-2.9980583,1.2708817,2.9915858,,22680,-1.4214825,1.4099331,0.39535458,0.55537823
22.69,-2.997674,1.3013795,2.8393186,,22690,-1.4553402,1.3725626,0.47509533,0.5561868
22.7,-2.9976977,1.3392063,2.6454176,,22700,-1.4835025,1.3285209,0.59395346,0.55710107
22.71,-2.9986275,1.360325,2.5299381,,22710,-1.5070157,1.2840959,0.72806201,0.55809846
22.72,-2.9978358,1.3486951,2.5773571,,22720,-1.5244086,1.2477522,0.84717515,0.55915329
22.73,-2.9989897,1.3129275,2.7438777,,22730,-1.5340911,1.227318,0.92197606,0.56024269
22.74,-2.9968857,1.273417,2.9407353,,22740,-1.5399598,1.2288051,0.92436765,0.5613525
22.75,-2.9967561,1.2466123,3.0791698,,22750,-1.5394627,1.252444,0.85539203,0.56248214
22.76,-2.9949439,1.2322973,3.1612205,,22760,-1.5309816,1.289468,0.74781873,0.56364479
22.77,-2.9952076,1.216936,3.2384313,,22770,-1.5142078,1.3279185,0.64636355,0.56486125
22.78,-2.9957064,1.2000286,3.3136962,,22780,-1.4891426,1.3646749,0.56966929,0.56615162
22.79,-2.9955658,1.200657,3.3031609,,22790,-1.4496753,1.4101856,0.50265102,0.56753166
22.8,-2.9946752,1.2261103,3.1772301,,22800,-1.3868601,1.4797429,0.42014059,0.56901556
22.81,-2.9961292,1.2565808,3.0245635,,22810,-1.2990345,1.5742356,0.3310861,0.57062007
22.82,-2.9970463,1.2728399,2.9415134,,22820,-1.1919756,1.6720277,0.29301126,0.5723623
22.83,-2.997307,1.2712811,2.9472768,,22830,-1.0887259,1.7449578,0.34926543,0.57424963
22.84,-2.9967768,1.254786,3.027119,,22840,-1.0028883,1.7774379,0.51367741,0.57627084
22.85,-2.9959773,1.233283,3.1311122,,22850,-0.9409183,1.7735271,0.75551776,0.57839386
22.86,-2.9958484,1.223318,3.1801619,,22860,-0.8966224,1.7586757,0.99643972,0.58057149
22.87,-2.9946832,1.2265999,3.1664665,,22870,-0.86691874,1.7610629,1.1475397,0.58275676
22.88,-2.995205,1.2341676,3.1246245,,22880,-0.85132576,1.7694949,1.2436907,0.58491786
22.89,-2.9967693,1.2441372,3.0655603,,22890,-0.84262043,1.7631751,1.3607206,0.58703287
22.9,-2.9949377,1.259338,2.9866077,,22900,-0.84172489,1.7508843,1.4690711,0.5890779
22.91,-2.9949508,1.2839325,2.8667485,,22910,-0.84913223,1.7513907,1.5056537,0.59103136
22.92,-2.9947124,1.3059084,2.7688549,,22920,-0.86401889,1.7547004,1.5031401,0.59288421
22.93,-2.9956254,1.3045331,2.7850918,,22930,-0.88978847,1.7340464,1.5472731,0.59463452
22.94,-2.9961264,1.2814324,2.9073262,,22940,-0.92067002,1.6880909,1.6528287,0.59627237
22.95,-2.9978149,1.2557939,3.0397387,,22950,-0.95594515,1.6600367,1.6825077,0.5977788
22.96,-2.9987328,1.2380482,3.1306944,,22960,-0.99524097,1.6473291,1.6448291,0.59914725
22.97,-2.9984733,1.226692,3.1820534,,22970,-1.0378423,1.6231357,1.6306884,0.60038324
22.98,-2.9989956,1.2209761,3.1922428,,22980,-1.0802889,1.5975352,1.6131053,0.60148997
22.99,-2.9979451,1.2233349,3.1553857,,22990,-1.1213505,1.5838208,1.547322,0.60247154
23,-2.9993869,1.2384504,3.0482597,,23000,-1.1621109,1.5958954,1.3845757,0.60334204
23.01,-2.9992718,1.2619698,2.9028803,,23010,-1.2037735,1.6250952,1.1558123,0.60413352
23.02,-3.0001898,1.2801511,2.782777,,23020,-1.2464245,1.6458097,0.95550711,0.60488973
