Time,TotEng,Temp,Press,,Step,TotEng,Temp,Press,Density
11.65,-3.0019349,1.2066966,3.1377248,,11650,-1.2366459,1.3705355,1.1174838,0.54960363
11.66,-3.0019266,1.2069488,3.129492,,11660,-1.2197496,1.3833243,1.1495724,0.55075198
11.67,-3.0024522,1.2145476,3.0928011,,11670,-1.1987317,1.4148035,1.1166225,0.55188465
11.68,-3.003374,1.2260615,3.041552,,11680,-1.1771745,1.4654019,1.0152975,0.55300811
11.69,-3.0023287,1.2362463,3.0012379,,11690,-1.1552017,1.5186731,0.90049438,0.55414136
11.7,-3.0029822,1.2461173,2.9619486,,11700,-1.1293943,1.5586803,0.83051807,0.55530622
11.71,-3.0024657,1.253765,2.9382342,,11710,-1.1092496,1.5898215,0.78626124,0.55651764
11.72,-3.0005083,1.2531844,2.9587424,,11720,-1.088463,1.6126928,0.77568588,0.55778472
11.73,-2.9989425,1.2418595,3.032773,,11730,-1.0720175,1.6212328,0.81279331,0.55911014
11.74,-2.9996002,1.2199532,3.1558496,,11740,-1.0580772,1.6199352,0.88481188,0.56048745
11.75,-2.9986867,1.1866333,3.3332697,,11750,-1.0489494,1.6146322,0.96732621,0.56190333
11.76,-2.9985475,1.1469194,3.5305925,,11760,-1.0426727,1.606773,1.0529861,0.56334177
11.77,-2.9990497,1.1154207,3.6746133,,11770,-1.0390214,1.6030553,1.1172701,0.56478617
11.78,-2.9994379,1.1150755,3.6626838,,11780,-1.0376324,1.6122524,1.1322276,0.56622413
11.79,-2.9988103,1.1476568,3.4932025,,11790,-1.0420522,1.6249779,1.1244609,0.5676519
11.8,-2.9981554,1.1895496,3.2774768,,11800,-1.0508365,1.6291345,1.1367599,0.56906984
11.81,-2.9994639,1.2344441,3.0502759,,11810,-1.0638876,1.621869,1.1809685,0.57047506
11.82,-3.0001298,1.272927,2.8627877,,11820,-1.0806164,1.6025377,1.2598603,0.57185842
11.83,-3.0011667,1.2896478,2.7803866,,11830,-1.1020248,1.5719422,1.366556,0.57320382
11.84,-3.0012816,1.2908503,2.7725304,,11840,-1.1273155,1.5371587,1.4737571,0.57448981
11.85,-3.0004903,1.2930713,2.7591368,,11850,-1.1551441,1.5103097,1.5382801,0.57569486
11.86,-2.9997207,1.3036471,2.7029061,,11860,-1.1827511,1.4966828,1.5421846,0.57680527
11.87,-3.0001284,1.3119699,2.6506223,,11870,-1.2123518,1.4951169,1.4861108,0.57781906
11.88,-2.9995993,1.3049904,2.6668834,,11880,-1.2436898,1.5068796,1.3702964,0.57874632
11.89,-2.9993309,1.286449,2.73541,,11890,-1.2749767,1.5242545,1.2281363,0.57960843
11.9,-2.9990661,1.2624008,2.8280076,,11900,-1.3082199,1.5343975,1.1069088,0.58043224
11.91,-2.9995745,1.2402317,2.906184,,11910,-1.3418696,1.5275851,1.0482396,0.5812409
11.92,-3.0000907,1.2343022,2.9041915,,11920,-1.3739298,1.4940257,1.0914071,0.58204537
11.93,-2.9993097,1.2526749,2.7894841,,11930,-1.4033536,1.436643,1.2288435,0.58283725
11.94,-2.998812,1.2894124,2.5938268,,11940,-1.4278772,1.3844327,1.3653585,0.58359074
11.95,-2.9992263,1.3212605,2.4301061,,11950,-1.4474273,1.3590436,1.4228469,0.58427966
11.96,-3.0001397,1.3246737,2.4101082,,11960,-1.4623918,1.3547741,1.4106202,0.58489142
11.97,-2.998818,1.2994358,2.5374418,,11970,-1.4707949,1.3788701,1.3052763,0.58542819
11.98,-2.9995759,1.2641621,2.7122701,,11980,-1.4765348,1.4176116,1.1490066,0.58590942
11.99,-2.9999485,1.2447661,2.8108576,,11990,-1.4806049,1.4485405,1.0199568,0.58636422
12,-2.9995625,1.2589384,2.7480915,,12000,-1.4836092,1.4625201,0.95398931,0.58681752
12.01,-2.9985449,1.2990575,2.5597007,,12010,-1.4861131,1.4596455,0.9533479,0.58728256
12.02,-3.0003843,1.3370189,2.3731568,,12020,-1.4866054,1.4471497,0.99527726,0.58776015
12.03,-3.0008959,1.3560702,2.2786619,,12030,-1.4849704,1.4358522,1.0409421,0.58824281
12.04,-3.0012803,1.3614123,2.2570716,,12040,-1.4829882,1.4319806,1.0636248,0.58872205
12.05,-3.0016762,1.3601053,2.2788686,,12050,-1.4769888,1.4372254,1.058646,0.58919325
12.06,-3.0019436,1.3495311,2.355637,,12060,-1.4695284,1.455982,1.0075939,0.58965778
12.07,-3.0015481,1.3249778,2.5068685,,12070,-1.462155,1.4877486,0.91188893,0.59012582
12.08,-3.0010205,1.2896811,2.7123479,,12080,-1.4539586,1.5200386,0.81734952,0.59061576
12.09,-3.002972,1.2523198,2.9212027,,12090,-1.4468188,1.5398904,0.76886266,0.59114612
12.1,-3.0015272,1.2244094,3.0823083,,12100,-1.4402139,1.5412045,0.78986675,0.59172676
12.11,-3.0011393,1.2165071,3.1356419,,12110,-1.4340816,1.5254636,0.8752624,0.59235432
12.12,-3.0024558,1.2258226,3.0923008,,12120,-1.4294812,1.5063393,0.97558933,0.59301344
12.13,-3.0020629,1.2420897,3.0083844,,12130,-1.4231394,1.496423,1.0479024,0.59368534
12.14,-3.0015349,1.2652135,2.8900948,,12140,-1.4165743,1.495953,1.0833965,0.59435606
12.15,-3.0006271,1.2957071,2.7438244,,12150,-1.4115913,1.5096628,1.0615305,0.59501893
12.16,-3.0014189,1.3234542,2.6184728,,12160,-1.4061931,1.5389834,0.98112939,0.59567829
12.17,-2.9999875,1.3379496,2.5730131,,12170,-1.4024306,1.5720301,0.88345506,0.59634956
12.18,-2.9982931,1.3334529,2.6327678,,12180,-1.3980768,1.5995824,0.80752788,0.59705184
12.19,-2.9981598,1.3077686,2.8019899,,12190,-1.3966514,1.6215205,0.75461549,0.59780096
12.2,-2.9987981,1.2666901,3.0487106,,12200,-1.4020585,1.6308407,0.74551823,0.59860803
12.21,-2.9977467,1.2248085,3.3025315,,12210,-1.4124425,1.6120555,0.83150479,0.59947503
12.22,-2.9977526,1.1898743,3.5154528,,12220,-1.4323514,1.5673954,0.99319299,0.60038625
12.23,-2.9970938,1.1617921,3.6829334,,12230,-1.4592465,1.5195737,1.1496119,0.60131172
12.24,-2.9961813,1.1467141,3.7723425,,12240,-1.4942429,1.4802058,1.2538898,0.60222145
12.25,-2.9964546,1.1433738,3.7847691,,12250,-1.5341029,1.4426005,1.3297489,0.60309392
12.26,-2.9955361,1.1427706,3.7648973,,12260,-1.576658,1.4058726,1.3836797,0.60391341
12.27,-2.9950036,1.147535,3.7031715,,12270,-1.618292,1.3798396,1.3883967,0.60466891
12.28,-2.995272,1.1671266,3.564636,,12280,-1.6587624,1.3706868,1.324639,0.60535878
12.29,-2.996193,1.1937822,3.391639,,12290,-1.6954118,1.3738615,1.2137043,0.60599432
12.3,-2.9961932,1.2178133,3.2354223,,12300,-1.7257418,1.3787786,1.0989957,0.60659612
12.31,-2.9965864,1.2381882,3.1009044,,12310,-1.7529249,1.3768232,1.0102449,0.60718625
12.32,-2.99646,1.252596,2.9989566,,12320,-1.7777941,1.3718171,0.93676274,0.60778259
12.33,-2.9963195,1.2608597,2.9272536,,12330,-1.798298,1.3756528,0.84387253,0.60840082
12.34,-2.9976233,1.2721803,2.8410087,,12340,-1.8164614,1.3847843,0.74453719,0.60905986
12.35,-2.9976353,1.2880903,2.7373927,,12350,-1.8285523,1.3860313,0.69208922,0.60977945
12.36,-2.9988072,1.2965604,2.6661744,,12360,-1.8387563,1.3770042,0.6927655,0.61057146
12.37,-2.9984051,1.297534,2.6327737,,12370,-1.8429017,1.35983,0.7444315,0.61143731
12.38,-2.9990533,1.2984857,2.5992967,,12380,-1.8443208,1.3367325,0.83220456,0.61236856
12.39,-2.9996959,1.3038219,2.5466498,,12390,-1.8409357,1.3173863,0.92149186,0.61334979
12.4,-2.9995633,1.320462,2.4467769,,12400,-1.8335425,1.3124236,0.97199045,0.61436505
12.41,-2.9990638,1.3469411,2.3104066,,12410,-1.8205094,1.3211769,0.98753803,0.61540491
12.42,-2.998949,1.3620227,2.2355959,,12420,-1.8024209,1.3343495,1.0016014,0.61646636
12.43,-2.9985344,1.3531757,2.2806541,,12430,-1.7790412,1.3450805,1.0404791,0.61754677
12.44,-2.9979924,1.3402784,2.3553795,,12440,-1.7502261,1.3532774,1.1048443,0.61863892
12.45,-2.9991814,1.3399393,2.3808363,,12450,-1.7154468,1.3648884,1.172069,0.61973074
12.46,-2.9987973,1.340472,2.4124242,,12460,-1.6780803,1.3912214,1.1953745,0.62080984
12.47,-2.9985296,1.3317565,2.4907985,,12470,-1.63676,1.4334328,1.1696901,0.6218714
12.48,-2.9990458,1.3182599,2.5921921,,12480,-1.5927818,1.4782414,1.1374037,0.62291954
12.49,-2.9981364,1.3033583,2.7018621,,12490,-1.5502767,1.5212171,1.1075986,0.62396043
12.5,-2.9970963,1.2841431,2.8293327,,12500,-1.5088228,1.5720303,1.0474697,0.62500061
12.51,-2.9969649,1.2580691,2.9847223,,12510,-1.471103,1.6290102,0.96147801,0.62605216
12.52,-2.9961781,1.2260819,3.166364,,12520,-1.4405372,1.6733306,0.91437475,0.6271316
12.53,-2.9966918,1.1928058,3.3479703,,12530,-1.4173085,1.6915443,0.95593725,0.62824833
12.54,-2.99799,1.1672081,3.4859305,,12540,-1.4012055,1.6892089,1.0678154,0.62939539
12.55,-2.9968146,1.1586662,3.5392783,,12550,-1.3926382,1.6784979,1.2037643,0.63055217
12.56,-2.9961679,1.1686784,3.4942442,,12560,-1.3898679,1.6632553,1.3460826,0.631692
12.57,-2.9969579,1.1914946,3.3764855,,12570,-1.3927895,1.6461141,1.4787845,0.63278628
12.58,-2.9989267,1.2187695,3.2284123,,12580,-1.3994511,1.6356666,1.5690914,0.63380799
12.59,-2.9986722,1.2410577,3.1031989,,12590,-1.408766,1.6367737,1.6001288,0.63473784
12.6,-2.9985421,1.2531118,3.025166,,12600,-1.4232669,1.6323028,1.6322718,0.63556661
12.61,-2.9994435,1.2563534,2.9888338,,12610,-1.4424461,1.5952955,1.7660595,0.63628388
12.62,-2.9989094,1.263176,2.9440411,,12620,-1.4623474,1.5246114,2.0122928,0.63686005
12.63,-2.9981476,1.2818891,2.8530201,,12630,-1.482374,1.4576639,2.2374493,0.637245
12.64,-2.9961939,1.2935099,2.8008023,,12640,-1.4997121,1.4169917,2.3601252,0.6373907
12.65,-2.9977431,1.2900817,2.8140911,,12650,-1.5169498,1.386752,2.4261778,0.63726631
12.66,-2.9978631,1.2835088,2.8451847,,12660,-1.5302777,1.3644166,2.4433336,0.6368524
12.67,-2.9990382,1.2823909,2.8490579,,12670,-1.5413536,1.3669844,2.3435495,0.63614051
12.68,-2.9983879,1.2851637,2.8362083,,12680,-1.5502381,1.4082417,2.0777111,0.63514516
12.69,-2.9982569,1.2903811,2.8104214,,12690,-1.5579234,1.4830967,1.6725857,0.63391323
12.7,-2.997353,1.2963943,2.7836135,,12700,-1.5621553,1.5622417,1.2511065,0.63251892
12.71,-2.9986633,1.2954738,2.7872557,,12710,-1.5690706,1.6151459,0.92916251,0.63104165
12.72,-2.9993114,1.2845165,2.8400528,,12720,-1.5788681,1.6294657,0.75994871,0.62954336
12.73,-2.9993034,1.2714757,2.9059603,,12730,-1.5920462,1.6062993,0.74096311,0.62805765
12.74,-2.9986507,1.2666034,2.939275,,12740,-1.6091138,1.554093,0.83709376,0.62658929
12.75,-2.9997104,1.2688861,2.9426647,,12750,-1.6280015,1.4879055,0.98886171,0.62512037
12.76,-2.9984165,1.2644034,2.9874801,,12760,-1.646031,1.4305403,1.1089137,0.62362213
12.77,-2.9976453,1.2416009,3.1222059,,12770,-1.6649125,1.4083894,1.095712,0.62207192
12.78,-2.9975061,1.1947463,3.3679069,,12780,-1.6828346,1.4282514,0.92792447,0.62047196
12.79,-2.9970749,1.1385585,3.6493774,,12790,-1.699535,1.4617232,0.7109644,0.61885327
12.8,-2.9971783,1.1137373,3.7709625,,12800,-1.7193254,1.4726532,0.57311354,0.61725693
12.81,-2.9971964,1.146513,3.6089385,,12810,-1.7377015,1.4477454,0.57018392,0.61571012
12.82,-2.9972398,1.2196196,3.2441906,,12820,-1.7607782,1.3989954,0.65161219,0.6142155
12.83,-2.996351,1.2889008,2.8896919,,12830,-1.7863826,1.3459533,0.74694946,0.61275921
12.84,-2.9967343,1.3264031,2.6831615,,12840,-1.811122,1.3012911,0.81066531,0.6113237
12.85,-2.9969786,1.3340408,2.6281795,,12850,-1.8357423,1.2727895,0.81226711,0.60989728
12.86,-2.9973639,1.3253007,2.6653962,,12860,-1.8600555,1.2613409,0.75016746,0.60848005
12.87,-2.9960579,1.3053423,2.7695039,,12870,-1.881588,1.2602178,0.65472079,0.60708419
12.88,-2.996432,1.2775562,2.9117453,,12880,-1.899416,1.2638739,0.5524845,0.60572893
12.89,-2.9964231,1.2577448,3.0167711,,12890,-1.9151028,1.2682808,0.4620333,0.6044353
12.9,-2.997349,1.2549578,3.0365172,,12900,-1.9257637,1.2678176,0.41107846,0.6032222
12.91,-2.9993157,1.2587657,3.0151576,,12910,-1.9319595,1.2588309,0.41413006,0.60210122
12.92,-2.9983972,1.2612178,2.9959742,,12920,-1.930155,1.242581,0.47138515,0.60107341
12.93,-2.9998388,1.2644832,2.9640726,,12930,-1.9225935,1.2241697,0.56061414,0.60012945
12.94,-3.0002395,1.2635799,2.9490522,,12940,-1.9072847,1.2105882,0.65660741,0.59925346
12.95,-3.001138,1.2540066,2.9683021,,12950,-1.8834736,1.2100204,0.72928896,0.59842809
12.96,-3.0013818,1.246495,2.9735423,,12960,-1.8518673,1.2257194,0.76508207,0.59764002
12.97,-3.0016448,1.2536991,2.9047492,,12970,-1.8120275,1.2527583,0.78061367,0.59688246
12.98,-3.0011297,1.2761697,2.7610716,,12980,-1.7642944,1.2844037,0.79778795,0.59615247
12.99,-3.0021861,1.3068466,2.5756151,,12990,-1.7133391,1.3149515,0.82873912,0.595447
13,-3.0020697,1.333931,2.4136484,,13000,-1.6626595,1.3374218,0.88942597,0.59476003
13.01,-3.0014277,1.343137,2.3447782,,13010,-1.6133529,1.3468363,0.98969646,0.59407957
13.02,-3.0011597,1.3267679,2.4037127,,13020,-1.568792,1.3522551,1.0896885,0.5933864
13.03,-3.0016563,1.29471,2.5413099,,13030,-1.5271927,1.3738687,1.1219031,0.59266147
13.04,-3.0015102,1.274177,2.6321371,,13040,-1.488442,1.4110302,1.0883729,0.59189776
13.05,-3.0000975,1.281024,2.6037046,,13050,-1.4530895,1.4439837,1.0539669,0.59110019
13.06,-3.0002492,1.2993252,2.5236394,,13060,-1.4209718,1.4693058,1.0310764,0.5902749
13.07,-3.0005111,1.3094054,2.4848239,,13070,-1.392129,1.4989554,0.9825494,0.58942677
13.08,-2.9998474,1.3105513,2.492132,,13080,-1.3648944,1.5313684,0.91813147,0.58856499
13.09,-2.9993253,1.3108015,2.5048267,,13090,-1.3402338,1.5584663,0.86600768,0.58770178
13.1,-3.0002313,1.3115003,2.511946,,13100,-1.3190059,1.5799441,0.82865354,0.58684785
13.11,-3.000484,1.3151876,2.5058035,,13110,-1.3001769,1.5960795,0.80739316,0.5860109
13.12,-3.0015323,1.3252458,2.47207,,13120,-1.285782,1.6053592,0.80462876,0.58519559
13.13,-3.001809,1.3337179,2.4519968,,13130,-1.2747772,1.6056382,0.8277405,0.58440289
13.14,-3.0024626,1.327139,2.5052995,,13140,-1.2685202,1.5926268,0.8870912,0.58362846
13.15,-3.0023197,1.3046926,2.6364657,,13150,-1.2652942,1.5646116,0.98623138,0.5828608
13.16,-3.0013937,1.2784115,2.7883987,,13160,-1.2633592,1.5380249,1.0696849,0.58208133
13.17,-3.0006126,1.2608598,2.8998934,,13170,-1.263397,1.5308907,1.0762364,0.58127449
13.18,-2.9995882,1.2516234,2.9703559,,13180,-1.2643966,1.5338105,1.0375705,0.58043807
13.19,-2.9990633,1.2369302,3.0560912,,13190,-1.2654577,1.5405044,0.98021564,0.57957919
13.2,-2.9974476,1.2278974,3.1068828,,13200,-1.2689616,1.5376389,0.95083516,0.57870838
13.21,-2.9968301,1.2627997,2.9517157,,13210,-1.2729533,1.5106644,1.0025363,0.5778306
13.22,-2.9976427,1.3130758,2.7187807,,13220,-1.2781809,1.4699352,1.1013809,0.57693625
13.23,-2.9972395,1.3426345,2.5801146,,13230,-1.2815487,1.4409798,1.1662436,0.57600707
13.24,-2.9976277,1.3522502,2.5375071,,13240,-1.2834516,1.4337441,1.1617328,0.5750305
13.25,-2.9967144,1.3447088,2.5843995,,13250,-1.2844291,1.4378261,1.1192533,0.57400657
13.26,-2.9964437,1.3212386,2.7101626,,13260,-1.2839514,1.4446147,1.0677066,0.572943
13.27,-2.9982542,1.2941539,2.8530139,,13270,-1.2816248,1.4516674,1.0170022,0.57184979
13.28,-2.9990434,1.2798664,2.940259,,13280,-1.2756462,1.4561328,0.98016875,0.5707368
13.29,-2.9976215,1.2757794,2.9814912,,13290,-1.2683762,1.460143,0.95012381,0.56961168
13.3,-2.9990625,1.2690893,3.0236337,,13300,-1.2593753,1.465921,0.92286019,0.56848079
13.31,-3.0001043,1.2552487,3.09059,,13310,-1.2483915,1.4654606,0.92443907,0.56734939
13.32,-3.0006178,1.2383921,3.1619994,,13320,-1.2350231,1.4634455,0.93933406,0.56621775
13.33,-2.9991688,1.2297257,3.1877174,,13330,-1.2192796,1.4771844,0.91344323,0.5650844
13.34,-2.9978619,1.2417584,3.1075845,,13340,-1.2009489,1.4899577,0.89905862,0.56395382
13.35,-2.9982692,1.2752306,2.9186313,,13350,-1.1829813,1.4891798,0.93112111,0.56282869
13.36,-2.9981504,1.3149303,2.6994454,,13360,-1.1618318,1.4865237,0.9743459,0.56170367
13.37,-2.9993312,1.3464269,2.5226012,,13370,-1.1399802,1.4904939,0.99654632,0.5605711
13.38,-2.9994753,1.3591982,2.4496248,,13380,-1.1141185,1.4988847,1.0069851,0.55942663
13.39,-2.9985586,1.3409887,2.5395609,,13390,-1.0882381,1.5127633,0.99794198,0.55826871
13.4,-2.9985364,1.2955959,2.7686903,,13400,-1.0605694,1.5371699,0.95674416,0.55709963
13.41,-2.9986401,1.2477033,3.0188878,,13410,-1.032907,1.5650678,0.90360265,0.55592757
13.42,-2.9979991,1.2223043,3.172097,,13420,-1.0053087,1.5866923,0.86831727,0.55476291
13.43,-2.9976356,1.2112021,3.2583396,,13430,-0.97940119,1.6055304,0.83789635,0.5536134
13.44,-2.9975137,1.1906864,3.381974,,13440,-0.95587409,1.6219127,0.81013501,0.55248558
13.45,-2.9956673,1.1564165,3.5639224,,13450,-0.93468461,1.6304992,0.80089498,0.55138516
13.46,-2.9961756,1.1271929,3.7098361,,13460,-0.91740225,1.6322471,0.805261,0.55031456
13.47,-2.9963164,1.1171195,3.7560488,,13470,-0.90378892,1.6317358,0.80963246,0.5492736
13.48,-2.9970947,1.122303,3.7142822,,13480,-0.89436026,1.6293451,0.81280843,0.54826187
13.49,-2.9985193,1.1474629,3.5644705,,13490,-0.88764551,1.6177282,0.83909045,0.54727878
13.5,-2.9981466,1.1965102,3.2997068,,13500,-0.88488127,1.5901171,0.9061878,0.54631918
13.51,-2.9976472,1.2491023,3.0176962,,13510,-0.88566473,1.5576151,0.97802472,0.54537071
13.52,-2.9975134,1.2810862,2.8345416,,13520,-0.88816995,1.5446092,0.98103235,0.54442067
13.53,-2.9974944,1.2920593,2.7568235,,13530,-0.89264923,1.5545941,0.90497009,0.54346884
13.54,-2.9994437,1.297249,2.7126663,,13540,-0.89898205,1.5692809,0.80812119,0.54252954
13.55,-2.9984015,1.306824,2.6618908,,13550,-0.90849351,1.5749125,0.73424623,0.54162159
13.56,-2.9972379,1.3186161,2.6092398,,13560,-0.9211059,1.5727574,0.68208736,0.54075995
13.57,-2.9982901,1.3215619,2.6020806,,13570,-0.93618424,1.5713766,0.62742115,0.5399557
13.58,-2.9995907,1.3091575,2.6733149,,13580,-0.9575947,1.5719408,0.56262387,0.53922029
13.59,-2.9977457,1.2886892,2.7932859,,13590,-0.98580821,1.5627828,0.52193604,0.53856634
13.6,-2.9980005,1.275641,2.8789649,,13600,-1.0203028,1.5338341,0.53553788,0.53800181
13.61,-2.9969628,1.2781419,2.8939493,,13610,-1.0611923,1.4879967,0.59354559,0.53752467
13.62,-2.9968426,1.2909225,2.8551778,,13620,-1.1066304,1.4382788,0.65810581,0.53712459
13.63,-2.9973742,1.3026592,2.8134417,,13630,-1.1524136,1.3968931,0.69773587,0.53678964
13.64,-2.9969829,1.3028244,2.8191817,,13640,-1.196036,1.3594628,0.7295257,0.53651198
13.65,-2.9963185,1.2910262,2.8733017,,13650,-1.2364831,1.3182821,0.77855685,0.53628515
13.66,-2.9961793,1.2777514,2.9269364,,13660,-1.270427,1.2819558,0.82209566,0.5361001
13.67,-2.995786,1.2734131,2.9337145,,13670,-1.2979457,1.2677207,0.80711972,0.53594937
13.68,-2.9961862,1.2813761,2.8779847,,13680,-1.3188268,1.2779824,0.7270423,0.53583624
13.69,-2.996716,1.2931475,2.8025636,,13690,-1.3342621,1.295144,0.63647025,0.53577586
13.7,-2.9958089,1.2994433,2.7572165,,13700,-1.3422256,1.3026674,0.59208369,0.53578553
13.71,-2.996579,1.2959658,2.7596263,,13710,-1.3472615,1.2956304,0.60751683,0.53587434
13.72,-2.9959205,1.2932453,2.7702435,,13720,-1.346657,1.2708972,0.69443685,0.53603945
13.73,-2.9956772,1.2959925,2.7675446,,13730,-1.3393092,1.2344881,0.83051054,0.53626439
13.74,-2.996867,1.2891299,2.819044,,13740,-1.3260625,1.2170597,0.91645426,0.53652423
13.75,-2.9968544,1.2605356,2.9822561,,13750,-1.3046104,1.2435553,0.87682642,0.53680339
13.76,-2.9974775,1.2254148,3.1802996,,13760,-1.2760688,1.3030929,0.74555037,0.53710912
13.77,-2.99867,1.2109315,3.2832574,,13770,-1.2399831,1.3713019,0.60338256,0.53746634
13.78,-2.9986916,1.2068931,3.3296644,,13780,-1.2003247,1.4264206,0.51731842,0.53790258
13.79,-2.9984234,1.1945384,3.3959588,,13790,-1.1594684,1.4561904,0.5218788,0.53843476
13.8,-2.9977437,1.1826972,3.4388261,,13800,-1.1197328,1.4791787,0.55632171,0.53906365
13.81,-2.9978671,1.1970633,3.3400593,,13810,-1.0814901,1.51434,0.56055394,0.53978421
13.82,-2.9982784,1.2453598,3.0707927,,13820,-1.0463119,1.5376356,0.60028713,0.54059491
13.83,-2.9981751,1.3080642,2.7311288,,13830,-1.0156099,1.5391407,0.70041288,0.54148805
13.84,-2.9985732,1.3552254,2.4661292,,13840,-0.98973647,1.5345567,0.8094658,0.54244519
13.85,-2.9988281,1.374423,2.3428514,,13850,-0.96846922,1.5401243,0.87425672,0.54344592
13.86,-2.9981662,1.3687787,2.3529685,,13860,-0.95190716,1.558985,0.88276148,0.54447772
13.87,-2.9993336,1.3467304,2.4528127,,13870,-0.93771807,1.5868415,0.85199939,0.54553861
13.88,-3.0009038,1.3154673,2.6062784,,13880,-0.92879636,1.614328,0.81196899,0.54663433
13.89,-3.0006376,1.2779146,2.7939434,,13890,-0.92257419,1.6275332,0.81326821,0.54777201
13.9,-3.0000929,1.2450163,2.9539036,,13900,-0.92128504,1.618,0.88310493,0.5489511
13.91,-3.0025662,1.2363939,2.9866665,,13910,-0.9220482,1.5913202,1.0080695,0.550158
13.92,-3.0016697,1.2541112,2.8936496,,13920,-0.92538996,1.5661084,1.12793,0.55136896
13.93,-3.0027202,1.2803963,2.7523664,,13930,-0.92998623,1.5507329,1.2139969,0.5525604
13.94,-3.0032409,1.3044885,2.6255588,,13940,-0.93570406,1.5339925,1.2958179,0.55371426
13.95,-3.003119,1.3235007,2.5360576,,13950,-0.94179619,1.5199548,1.3575669,0.55481409
13.96,-3.002474,1.3313011,2.5164962,,13960,-0.94662592,1.527022,1.3415063,0.55584817
13.97,-3.00117,1.3215052,2.5953435,,13970,-0.95153084,1.5511845,1.258861,0.55681893
13.98,-3.0010309,1.2948692,2.7606537,,13980,-0.96021781,1.564394,1.1956588,0.55774084
13.99,-2.9999734,1.2609024,2.9634369,,13990,-0.96999695,1.5542737,1.1957878,0.55862526
14,-3.0003576,1.233589,3.1267784,,14000,-0.98046837,1.542946,1.190372,0.55947317
14.01,-3.0000989,1.2226911,3.2024831,,14010,-0.99400469,1.553885,1.1022694,0.56028678
14.02,-3.0001045,1.2277553,3.18784,,14020,-1.0062611,1.5826896,0.95176681,0.56108288
14.03,-2.9991938,1.2437542,3.1090881,,14030,-1.0238516,1.6081826,0.80322658,0.56189029
14.04,-2.9998551,1.2676451,2.9829628,,14040,-1.0440832,1.6139139,0.71719688,0.56273752
14.05,-2.9993499,1.2924955,2.8553288,,14050,-1.0681012,1.5988193,0.6994554,0.56364184
14.06,-2.9997524,1.3037158,2.7972484,,14060,-1.0958372,1.5715371,0.72289341,0.56460759
14.07,-2.998973,1.2929885,2.8543313,,14070,-1.1226098,1.5391913,0.76745641,0.56563065
14.08,-2.9992332,1.2585158,3.03025,,14080,-1.1496601,1.5053301,0.81693748,0.56670272
14.09,-3.0001252,1.2041661,3.3019021,,14090,-1.176338,1.4785146,0.84272282,0.56781469
14.1,-2.9987887,1.1505861,3.5736373,,14100,-1.200814,1.4694791,0.81276885,0.56896211
14.11,-2.9991831,1.122377,3.7235707,,14110,-1.2242333,1.4755577,0.73559913,0.57015088
14.12,-2.9984269,1.1142694,3.7767412,,14120,-1.2451637,1.4836982,0.65737138,0.57139567
14.13,-2.9981633,1.1024749,3.8347249,,14130,-1.2653788,1.4821303,0.6164908,0.57271158
14.14,-2.9973567,1.0884155,3.890898,,14140,-1.2844364,1.4762192,0.59791748,0.57410735
14.15,-2.9960368,1.0952207,3.8397844,,14150,-1.3010688,1.4778583,0.56494641,0.57558766
14.16,-2.9964409,1.1370869,3.6161139,,14160,-1.3145005,1.488182,0.51459391,0.57715929
14.17,-2.9954259,1.1989459,3.2995164,,14170,-1.327211,1.4989684,0.4719148,0.57883204
14.18,-2.9962119,1.2501806,3.0309049,,14180,-1.3375213,1.5013522,0.47011209,0.58061404
14.19,-2.9964627,1.2796363,2.8713399,,14190,-1.3480178,1.4909395,0.52239263,0.58250562
14.2,-2.9955422,1.2933718,2.7966781,,14200,-1.3547866,1.4715406,0.62040037,0.5844965
14.21,-2.9964522,1.2987646,2.7664406,,14210,-1.3593744,1.4571895,0.71396199,0.58656804
14.22,-2.9965818,1.3003583,2.7605364,,14220,-1.3614776,1.4614446,0.75582534,0.58870201
14.23,-2.9956671,1.3012529,2.7624488,,14230,-1.3620748,1.4809579,0.75397345,0.59088924
14.24,-2.996585,1.3039111,2.7544447,,14240,-1.3612793,1.4991403,0.76334049,0.59312845
14.25,-2.9967231,1.3068561,2.7460899,,14250,-1.3620475,1.5064619,0.81270502,0.5954165
14.26,-2.9971138,1.3037571,2.7623804,,14260,-1.3603169,1.5141308,0.86890974,0.59774309
14.27,-2.9968416,1.2964636,2.7939561,,14270,-1.3583968,1.5346729,0.88516746,0.60009687
14.28,-2.9963141,1.2972867,2.7835065,,14280,-1.3575543,1.5580321,0.89241732,0.60247293
14.29,-2.9950192,1.3127486,2.7041974,,14290,-1.3580774,1.5703894,0.93853212,0.60486784
14.3,-2.9938671,1.3322657,2.607153,,14300,-1.3598461,1.5685587,1.0364705,0.60727093
14.31,-2.9925656,1.334551,2.5931312,,14310,-1.3612802,1.5543067,1.1817337,0.60966153
14.32,-2.993721,1.3153702,2.6789024,,14320,-1.3612952,1.5351367,1.3478681,0.61200996
14.33,-2.9938325,1.2934632,2.7850264,,14330,-1.3603968,1.5274974,1.4757015,0.61428311
14.34,-2.9943552,1.2882391,2.8205699,,14340,-1.3592908,1.536452,1.5437102,0.61645483
14.35,-2.9951587,1.2976493,2.7949765,,14350,-1.3608812,1.5499226,1.5863605,0.61851012
